_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,2'-fucosyllactose,,"Intended for use as an ingredient in nonexempt infant formula for term infants at a maximum level of 2.4 g/L of formula, as consumed; in toddler formulas and meal replacement drinks for children ages 1 3 years at a maximum level of 2.4 g/L, as consumed; in infant and toddler foods at maximum levels of 10.0 g/L in drinks, 10.9 g/kg in ready-to-eat cereals and desserts, 12 g/kg in processed cereal-based food and other foods, and 57 g/kg in dry snacks; in beverages (sports and energy drinks, flavored waters, fruit juices and drinks, milk drinks, dairy analogs, and milk-based meal replacements) at maximum levels ranging from 0.8-6 g/L; in oral nutritional supplements and enteral tube feeding products at a level of 20 g/L; and in the following foods, at maximum levels ranging from 4.8-80 g/kg: breakfast cereals; frozen dairy desserts; puddings, fillings, mousses; yogurt and non-dairy analogs; meal replacement and snack bars; syrups; and jams and jellies.",,987,2'-fucosyllactose,"Intended for use as an ingredient in nonexempt infant formula for term infants at a maximum level of 2.4 g/L of formula, as consumed; in toddler formulas and meal replacement drinks for children ages 1 3 years at a maximum level of 2.4 g/L, as consumed; in infant and toddler foods at maximum levels of 10.0 g/L in drinks, 10.9 g/kg in ready-to-eat cereals and desserts, 12 g/kg in processed cereal-based food and other foods, and 57 g/kg in dry snacks; in beverages (sports and energy drinks, flavored waters, fruit juices and drinks, milk drinks, dairy analogs, and milk-based meal replacements) at maximum levels ranging from 0.8-6 g/L; in oral nutritional supplements and enteral tube feeding products at a level of 20 g/L; and in the following foods, at maximum levels ranging from 4.8-80 g/kg: breakfast cereals; frozen dairy desserts; puddings, fillings, mousses; yogurt and non-dairy analogs; meal replacement and snack bars; syrups; and jams and jellies.",Scientific procedures,"Amyris, Inc.","5885 Hollis Street, Suite 100; Emeryville, CA 94608",,GRN 987 with amendments (in PDF),,,,,,,02/02/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Lactobacillus fermentum LfQi6,,"Intended for use as an ingredient in dairy products (fluid milk and milk drinks, milk-based desserts and meal replacements, dry and powdered milk, yogurt, and cheese); ready-to-eat cereals; fruit juices, nectars, ades, and drinks; confections; and chewing gum at levels up to 2 x 108 colony forming unit (CFU)/serving.",,988,Lactobacillus fermentum LfQi6,"Intended for use as an ingredient in dairy products (fluid milk and milk drinks, milk-based desserts and meal replacements, dry and powdered milk, yogurt, and cheese); ready-to-eat cereals; fruit juices, nectars, ades, and drinks; confections; and chewing gum at levels up to 2 x 108 colony forming unit (CFU)/serving.",Scientific procedures,"Quorum Innovations, LLC","2068 Hawthorne, Suite 102; Sarasota, FL 34239",,GRN 988 with amendments (in PDF),,,,,,,03/28/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Bacillus subtilis expressing a modified gene encoding a variant of the wild-type subtilisin from B. clausii,,"Intended for use as an enzyme to hydrolyze proteins from microbial, plant, milk, and seafood sources at up to 569 mg Total Organic Solids (TOS)/kg raw material.",,989,Bacillus subtilis expressing a modified gene encoding a variant of the wild-type subtilisin from B. clausii,"Intended for use as an enzyme to hydrolyze proteins from microbial, plant, milk, and seafood sources at up to 569 mg Total Organic Solids (TOS)/kg raw material.",Scientific procedures,Danisco US Inc. (operating as DuPont Nutrition and Biosciences),"925 Page Mill Road; Palo Alto, CA 94304",,GRN 989 with amendments (in PDF),,,,,,,06/30/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Short-chain fructooligosaccharides,,"Intended for use as an ingredient in cow milk-based, non-exempt infant formulas for term infants at a level, as consumed, up to 400 mg scFOS/100 mL formula for infants 0-6 months of age and up to 500 mg scFOS/100 mL formula for infants >6 months of age.",,990,Short-chain fructooligosaccharides,"Intended for use as an ingredient in cow milk-based, non-exempt infant formulas for term infants at a level, as consumed, up to 400 mg scFOS/100 mL formula for infants 0-6 months of age and up to 500 mg scFOS/100 mL formula for infants >6 months of age.",Scientific procedures,Tata Chemicals Limited,"Bombay House, 24 Homi Modi Street; Fort, Mumbai Maharashtra 400001; INDIA",,GRN 990 with amendments (in PDF),,,,,,,10/08/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Chitosanase enzyme preparation produced by Bacillus subtilis,,Intended for use as an enzyme at up to 2.55 g Total Organic Solids (TOS)/kg chitosan in the manufacture of water-soluble chitosan.,,991,Chitosanase enzyme preparation produced by Bacillus subtilis,Intended for use as an enzyme at up to 2.55 g Total Organic Solids (TOS)/kg chitosan in the manufacture of water-soluble chitosan.,Scientific procedures,Advanced Enzyme Technologies Ltd.,"5th Floor, A wing, Sun Magnetica LIC Service Road, Louiswadi; Thane (W) 400604; Maharashtra; INDIA",,GRN 991 with amendments (in PDF),,,,,,,08/31/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,White mulberry (Morus alba Linn) leaf extract,,Intended for use as an ingredient in a variety of food categories at levels ranging from 120 mg to 294 mg/serving.,,992,White mulberry (Morus alba Linn) leaf extract,Intended for use as an ingredient in a variety of food categories at levels ranging from 120 mg to 294 mg/serving.,Scientific procedures,Phynova Group Limited,"16 Fenlock Court; Blenheim Office Park; Long Hanborough, OX29 8Ln; UK",,GRN 992 with amendments (in PDF),,,,,,,05/06/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,"Miracle fruit (Synsepalum dulcificum), in pulp, powder, or protein forms",,"Intended for use as a taste modifier at levels up to 5 g pulp/serving, 0.7 g powder/serving, and 0.005 g protein/serving, in cheesecake; alcoholic beverages; water-based beverages; non-dairy meal replacement beverages and protein drinks; chewing gum; ready-to-drink coffees and teas; milk-based beverages and yogurt; dairy product analogs; frozen dairy desserts and mixes; fruit and water ices; snack bars; meal-replacement bars; granola; fruit juices, nectars, drinks, ades, and smoothies; vegetable juices; and soft candy.",,994,"Miracle fruit (Synsepalum dulcificum), in pulp, powder, or protein forms","Intended for use as a taste modifier at levels up to 5 g pulp/serving, 0.7 g powder/serving, and 0.005 g protein/serving, in cheesecake; alcoholic beverages; water-based beverages; non-dairy meal replacement beverages and protein drinks; chewing gum; ready-to-drink coffees and teas; milk-based beverages and yogurt; dairy product analogs; frozen dairy desserts and mixes; fruit and water ices; snack bars; meal-replacement bars; granola; fruit juices, nectars, drinks, ades, and smoothies; vegetable juices; and soft candy.",Scientific procedures,Joywell Foods Inc.,"202 Cousteau Place, Suite 210; Davis, CA 95618",,GRN 994 (in PDF),,,,,,,10/26/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,&beta;-glucans from Antrodia cinnamomea strain ATCC 200183,,"Intended for use as an ingredient in various foods at specified maximum use levels (excluding use in infant formula, or in any products under the jurisdiction of the United States Department of Agriculture).",,995,&beta;-glucans from Antrodia cinnamomea strain ATCC 200183,"Intended for use as an ingredient in various foods at specified maximum use levels (excluding use in infant formula, or in any products under the jurisdiction of the United States Department of Agriculture).",Scientific procedures,Super Beta Glucan,"5 Holland, Unit 109; Irvine, CA 92618",,GRN 995 with amendments (in PDF),,,,,,,06/14/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Synthetic amorphous silica,,Intended for use as a carrier in white sugar at levels from 0.05 to 0.30 g/100 g.,,996,Synthetic amorphous silica,Intended for use as a carrier in white sugar at levels from 0.05 to 0.30 g/100 g.,Scientific procedures,DouxMatok Ltd.,9 Shimshon Street; Petach-Tikva 49517; ISRAEL,,GRN 996 with amendments (in PDF),,,,,,,02/04/2022,02/17/2022,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Enzyme-modified steviol glycosides,,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by current good manufacturing practices.",,999,Enzyme-modified steviol glycosides,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by current good manufacturing practices.",Scientific procedures,"Zhucheng Haotian Pharm Co., Ltd","Xinxing, Zhucheng, Shandong Province; 262218; CHINA",,GRN 999 (in PDF),,,,,,,12/03/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Phycocyanin-rich extract of Galdieria sulphuraria (G. sulphuraria strain FCC3424),,Intended for use as an ingredient in foods and beverages at levels up to 250 mg/serving.,,1000,Phycocyanin-rich extract of Galdieria sulphuraria (G. sulphuraria strain FCC3424),Intended for use as an ingredient in foods and beverages at levels up to 250 mg/serving.,Scientific procedures,Fermentalg,4 Rue Rivière; 33500 Libourne; FRANCE,,GRN 1000 (in PDF),,,,,,,03/08/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Myoglobin preparation from a strain of Pichia pastoris expressing the myoglobin gene from Bos taurus,,Intended to impart flavor and aroma at levels up to 2% myoglobin in ground meat and poultry analogue products.,,1001,Myoglobin preparation from a strain of Pichia pastoris expressing the myoglobin gene from Bos taurus,Intended to impart flavor and aroma at levels up to 2% myoglobin in ground meat and poultry analogue products.,Scientific procedures,"Motif FoodWorks, Inc.","27 Drydock Avenue, 2nd Floor; Boston, MA 02210",,GRN 1001 with amendments (in PDF),,,,,,,12/03/2021,,FDA has no questions; some uses may require a color additive listing (in PDF),,,,,,,,,,,,
gras_notices,Bifidobacterium breve strain MCC1274,,"Intended for use as an ingredient in conventional foods including baked goods, breakfast cereals, fruit juices and nectars, fruit ices, vegetable juices, milk-based drinks and powders, yogurt, dairy product analogs, frozen dairy desserts, cheeses, condiments and spreads, nut and peanut spreads, gelatins and puddings, milk and non-milk meal replacements, and soft and hard candies and snack foods at a maximum level of 5 x 1010 colony forming units (CFU)/serving.",,1002,Bifidobacterium breve strain MCC1274,"Intended for use as an ingredient in conventional foods including baked goods, breakfast cereals, fruit juices and nectars, fruit ices, vegetable juices, milk-based drinks and powders, yogurt, dairy product analogs, frozen dairy desserts, cheeses, condiments and spreads, nut and peanut spreads, gelatins and puddings, milk and non-milk meal replacements, and soft and hard candies and snack foods at a maximum level of 5 x 1010 colony forming units (CFU)/serving.",Scientific procedures,"Morinaga Milk Industry Co., Ltd.","33-1, Shiba 5-Chome, Minato-ku; Tokyo 108-8384; JAPAN",,GRN 1002 with amendments (in PDF),,,,,,,07/22/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Bifidobacterium longum subsp. infantis M-63,,"Intended for use as an ingredient in non-exempt cow milk- and soy-based infant formula for term infants at a level up to 1 x 108 colony forming units (CFU)/g of powdered formula, and in certain conventional foods in the following categories at a level up to 1.25 x 1010 CFU per serving: breads and baked goods; ready-to-eat and hot breakfast cereals; fruit juices, nectars, and blends; dairy products and dairy substitutes; candy; condiment sauces; gelatin desserts; peanut and other nut butters and spreads; snack foods; and infant and toddler foods.",,1003,Bifidobacterium longum subsp. infantis M-63,"Intended for use as an ingredient in non-exempt cow milk- and soy-based infant formula for term infants at a level up to 1 x 108 colony forming units (CFU)/g of powdered formula, and in certain conventional foods in the following categories at a level up to 1.25 x 1010 CFU per serving: breads and baked goods; ready-to-eat and hot breakfast cereals; fruit juices, nectars, and blends; dairy products and dairy substitutes; candy; condiment sauces; gelatin desserts; peanut and other nut butters and spreads; snack foods; and infant and toddler foods.",Scientific procedures,"Morinaga Milk Industry Co., Ltd","33-1, Shiba 5-Chome, Minato-ku; Tokyo 108-8384; JAPAN",,GRN 1003 with amendments (in PDF),,,,,,,04/26/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Maltosyltrehalose syrup,,Intended for use as a carbohydrate source in various foods and beverages at levels up to 60%.,,1004,Maltosyltrehalose syrup,Intended for use as a carbohydrate source in various foods and beverages at levels up to 60%.,Scientific procedures,"Hayashibara Co., Ltd.","675-1 Fujisaki, Naka-ku; Okayama 702-8006; JAPAN",,GRN 1004 with amendments (in PDF),,,,,,,01/20/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,&beta;-Lactoglobulin from cow milk,,"Intended for use as a source of protein in ready to drink (RTD) sports drinks, RTD energy drinks, RTD milk-based drinks, fruit juice drinks, meal replacement and protein shakes, yogurt, and medical foods at levels ranging from 4-25 g/100 mL.",,1005,&beta;-Lactoglobulin from cow milk,"Intended for use as a source of protein in ready to drink (RTD) sports drinks, RTD energy drinks, RTD milk-based drinks, fruit juice drinks, meal replacement and protein shakes, yogurt, and medical foods at levels ranging from 4-25 g/100 mL.",Scientific procedures,Arla Foods Ingredients Group P/S,"S&oslash;nderh&oslash;j 10-12, 8260 Viby J ; DENMARK",,GRN 1005 with amendments (in PDF),,,,,,,03/03/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
