inventory,substance,cas,use,matched_nutrient_id,pack,score,alt_matches
food_substances,ACESULFAME POTASSIUM,55589-62-3,NON-NUTRITIVE SWEETENER,potassium,A,80,
food_substances,ACETALDEHYDE,75-07-0,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,N-ACETYL-L-METHIONINE,65-82-7,NUTRIENT SUPPLEMENT,methionine,A,90,
food_substances,ACRYLAMIDE-SODIUM ACRYLATE RESIN,25085-02-3,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,ADVANTAME,714229-20-6,NON-NUTRITIVE SWEETENER,phenylalanine,A,90,
food_substances,BETA-ALANINE,107-95-9,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",alanine,A,80,
food_substances,DL-ALANINE,302-72-7,FLAVORING AGENT OR ADJUVANT,alanine,A,80,
food_substances,L-ALANINE,56-41-7,NUTRIENT SUPPLEMENT,alanine,A,80,
food_substances,"ALGINATE, SODIUM CALCIUM",12698-40-7,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FORMULATION AID,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",alginate,B,80,calcium(80);sodium(80)
food_substances,S-ALLYL-L-CYSTEINE,21593-77-1,FLAVORING AGENT OR ADJUVANT,alanine,A,80,
food_substances,ALPHA-TOCOPHEROL ACID SUCCINATE,4345-03-3,NUTRIENT SUPPLEMENT,vitamin_e,A,100,
food_substances,ALUMINUM NICOTINATE,1976-28-9,NUTRIENT SUPPLEMENT,vitamin_b3,A,100,
food_substances,DL-(3-AMINO-3-CARBOXYPROPYL)DIMETHYLSULFONIUM CHLORIDE,3493-12-7,FLAVORING AGENT OR ADJUVANT,methionine,A,90,chloride(80)
food_substances,"AMINO TRI(METHYLENE PHOSPHONIC ACID), SODIUM SALT",20592-85-2,,sodium,A,80,
food_substances,AMMONIA (ALSO INCLUDES AMMONIUM CHLORIDE),977188-02-5,FLAVORING AGENT OR ADJUVANT,chloride,A,80,
food_substances,AMMONIUM PECTINATE,83046-90-6,,pectin,B,100,
food_substances,L-ARABINOSE,5328-37-0,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",pectin,B,100,
food_substances,L-ARGININE,74-79-3,NUTRIENT SUPPLEMENT,arginine,A,80,
food_substances,ASCORBYL STEARATE,25395-66-8,ANTIOXIDANT,vitamin_c,A,100,
food_substances,ASPARTAME,22839-47-0,"FLAVOR ENHANCER,; NON-NUTRITIVE SWEETENER",phenylalanine,A,90,
food_substances,L-ASPARTIC ACID,56-84-8,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",aspartic_acid,A,90,
food_substances,ASTAXANTHIN,472-61-7,COLOR OR COLORING ADJUNCT,vitamin_a,A,100,astaxanthin(90)
food_substances,BETAINE,107-43-7,FLAVORING AGENT OR ADJUVANT,betaine,A,100,glycine(80)
food_substances,CALCIUM ASCORBATE,5743-27-1,ANTIOXIDANT,vitamin_c,A,100,calcium(80)
food_substances,CALCIUM BENZOATE,2090-05-3,ANTIMICROBIAL AGENT,calcium,A,80,
food_substances,CALCIUM BROMATE,10102-75-7,"DOUGH STRENGTHENER,; LEAVENING AGENT",calcium,A,80,
food_substances,CALCIUM CAPRATE,13747-30-3,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,CALCIUM CAPRYLATE,6107-56-8,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,CALCIUM CYCLAMATE--PROHIBITED,5897-16-5,NON-NUTRITIVE SWEETENER,calcium,A,80,
food_substances,CALCIUM DIGLUTAMATE,5996-22-5,,glutamic_acid,A,90,calcium(80)
food_substances,CALCIUM FUMARATE,7718-51-6,NUTRIENT SUPPLEMENT,calcium,A,80,
food_substances,CALCIUM LACTOBIONATE,5001-51-4,FIRMING AGENT,calcium,A,80,
food_substances,CALCIUM LAURATE,4696-56-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,CALCIUM LIGNOSULFONATE,8061-52-7,SURFACE-ACTIVE AGENT,calcium,A,80,
food_substances,CALCIUM MYRISTATE,15284-51-2,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,CALCIUM OLEATE,142-17-6,STABILIZER OR THICKENER,calcium,A,80,
food_substances,CALCIUM PALMITATE,542-42-7,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,"CALCIUM PANTOTHENATE, CALCIUM CHLORIDE DOUBLE SALT",6363-38-8,NUTRIENT SUPPLEMENT,vitamin_b5,A,100,alanine(80);calcium(80);chloride(80)
food_substances,CALCIUM PEROXIDE,1305-79-9,"DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; OXIDIZING OR REDUCING AGENT,; SEQUESTRANT",calcium,A,80,
food_substances,CALCIUM SALTS OF FATTY ACIDS,977089-53-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",calcium,A,80,
food_substances,CALCIUM STEAROYL-2-LACTYLATE,5793-94-2,"DOUGH STRENGTHENER,; EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",calcium,A,80,
food_substances,CAMPHOLENE ACETATE,1727-68-0,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,ALPHA-CAMPHOLENIC ALCOHOL,1901-38-8,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,CANTHAXANTHIN,514-78-3,COLOR OR COLORING ADJUNCT,vitamin_a,A,100,canthaxanthin(90)
food_substances,L-CARNITINE,541-15-1,NUTRIENT SUPPLEMENT,carnitine,B,100,
food_substances,"CARRAGEENAN, CALCIUM SALT OF",9049-05-2,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",calcium,A,80,
food_substances,"CARRAGEENAN, CALCIUM SALT OF, WITH POLYSORBATE 80",977089-29-4,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",calcium,A,80,
food_substances,"CARRAGEENAN, POTASSIUM SALT OF",64366-24-1,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,"CARRAGEENAN, POTASSIUM SALT OF, WITH POLYSORBATE 80",977089-30-7,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,"CARRAGEENAN, SODIUM SALT OF",9061-82-9,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; STABILIZER OR THICKENER",sodium,A,80,
food_substances,"CARRAGEENAN, SODIUM SALT OF, WITH POLYSORBATE 80",977089-31-8,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",sodium,A,80,
food_substances,CHLOROMETHYL METHYL ETHER,107-30-2,PROCESSING AID,chloride,A,80,
food_substances,CHLOROPHYLL,1406-65-1,,chlorophyll,B,90,
food_substances,CHOLINE CHLORIDE(ALSO INCLUDES CHOLINE),977188-01-4,FLAVORING AGENT OR ADJUVANT,choline,A,100,chloride(80)
food_substances,COBALTOUS CHLORIDE--PROHIBITED,7646-79-9,,chloride,A,80,
food_substances,COCOA WITH DIOCTYL SODIUM SULFOSUCCINATE,977038-67-7,,sodium,A,80,
food_substances,COPPER GLUCONATE,527-09-3,"NUTRIENT SUPPLEMENT,; SYNERGIST",copper,A,80,
food_substances,DL-CYSTINE,923-32-0,"DOUGH STRENGTHENER,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",cystine,A,80,
food_substances,L-CYSTINE,56-89-3,"DOUGH STRENGTHENER,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",cystine,A,80,
food_substances,DI-N-ALKYL(C8-C18 FROM COCONUT OIL) DIMETHYL AMMONIUM CHLORIDE,61789-77-3,SURFACE-ACTIVE AGENT,chloride,A,80,
food_substances,DIETHYLAMINOETHANOL,100-37-8,BOILER WATER ADDITIVE,ethanol,B,80,
food_substances,"P,ALPHA-DIMETHYLBENZYL ALCOHOL",536-50-5,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,DIMETHYL DIALKYL AMMONIUM CHLORIDE,977065-95-4,FLOUR TREATING AGENT,chloride,A,80,
food_substances,DIMETHYLETHANOLAMINE,108-01-0,,ethanol,B,80,
food_substances,DISODIUM CITRATE,144-33-2,STABILIZER OR THICKENER,sodium,A,80,
food_substances,DISODIUM GUANYLATE,5550-12-9,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,DISODIUM SUCCINATE,150-90-3,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",sodium,A,80,
food_substances,D-LIMONEN-10-OL,38142-45-9,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,DL-ISOLEUCINE,443-79-8,FLAVORING AGENT OR ADJUVANT,isoleucine,A,90,
food_substances,DL-VALINE,516-06-3,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",valine,A,80,
food_substances,"EDTA, DISODIUM IRON",14729-89-6,"SEQUESTRANT,; STABILIZER OR THICKENER",sodium,A,80,
food_substances,"EDTA, TETRASODIUM",64-02-8,"BOILER WATER ADDITIVE,; WASHING OR SURFACE REMOVAL AGENT",glycine,A,80,sodium(80)
food_substances,S-ETHYL 2-ACETYLAMINOETHANETHIOATE,4396-62-7,FLAVORING AGENT OR ADJUVANT,glycine,A,80,
food_substances,ETHYL ALCOHOL,64-17-5,"ANTIMICROBIAL AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROCESSING AID,; SOLVENT OR VEHICLE",ethanol,B,80,
food_substances,ETHYLENEDIAMINETETRAACETIC ACID DISODIUM SALT,6381-92-6,FLAVORING AGENT OR ADJUVANT,glycine,A,80,
food_substances,ETHYLENE DICHLORIDE,107-06-2,FUMIGANT,chloride,A,80,
food_substances,ETHYLENE GLYCOL MONOBUTYL ETHER,111-76-2,WASHING OR SURFACE REMOVAL AGENT,ethanol,B,80,
food_substances,ETHYLENE GLYCOL MONOETHYL ETHER,110-80-5,"FORMULATION AID,; SOLVENT OR VEHICLE",ethanol,B,80,
food_substances,ETHYLENE GLYCOL MONOPHENYL ETHER,122-99-6,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,ETHYL 2-HYDROXYETHYL SULFIDE,110-77-0,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,"FD&C BLUE NO. 1, CALCIUM LAKE",977011-13-4,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,FD&C BLUE NO. 2,860-22-0,COLOR OR COLORING ADJUNCT,sodium,A,80,
food_substances,"FD&C BLUE NO. 2, CALCIUM LAKE",977011-14-5,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,FD&C GREEN NO. 1--DELISTED,4680-78-8,,sodium,A,80,
food_substances,"FD&C GREEN NO. 3, CALCIUM LAKE",977011-12-3,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,"FD&C RED NO. 3, CALCIUM LAKE--DELISTED",977011-16-7,,calcium,A,80,
food_substances,FD&C RED NO. 3,16423-68-0,"COLOR OR COLORING ADJUNCT,; SOLVENT OR VEHICLE",sodium,A,80,
food_substances,FD&C VIOLET NO. 1--DELISTED,1694-09-3,,sodium,A,80,
food_substances,"FD&C YELLOW NO. 5, CALCIUM LAKE",977011-18-9,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,"FD&C YELLOW NO. 6, CALCIUM LAKE",977083-04-7,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,"FD&C RED NO. 40, CALCIUM LAKE",977011-17-8,COLOR OR COLORING ADJUNCT,calcium,A,80,
food_substances,FOLIC ACID,59-30-3,NUTRIENT SUPPLEMENT,folate,A,100,glutamic_acid(90)
food_substances,"FURCELLERAN, CALCIUM SALT OF",88845-49-2,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER,; TEXTURIZER",calcium,A,80,
food_substances,"FURCELLERAN, POTASSIUM SALT OF",92880-86-9,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER,; TEXTURIZER",potassium,A,80,
food_substances,"FURCELLERAN, SODIUM SALT OF",92880-87-0,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER,; TEXTURIZER",sodium,A,80,
food_substances,GIBBERELLIC ACID & POTASSIUM GIBBERELLATE,977136-81-4,MALTING OR FERMENTING AID,potassium,A,80,
food_substances,L-GLUTAMINE,56-85-9,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",glutamic_acid,A,90,
food_substances,GAMMA-GLUTAMYL-VALYL-GLYCINE,38837-70-6,FLAVORING AGENT OR ADJUVANT,glycine,A,80,
food_substances,GLYCINE,56-40-6,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",glycine,A,80,
food_substances,GRAPE SKIN EXTRACT,11029-12-2,"COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",anthocyanins,B,90,
food_substances,HESPERIDIN,520-26-3,FLAVOR ENHANCER,hesperidin,B,90,
food_substances,L-HISTIDINE,71-00-1,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",alanine,A,80,histidine(80)
food_substances,"(-)-HOMOERIODICTYOL, SODIUM SALT",462631-45-4,FLAVOR ENHANCER,sodium,A,80,
food_substances,N-(4-HYDROXY-3-METHOXYBENZYL)-8-METHYL-6-NONENAMIDE,404-86-4,FLAVORING AGENT OR ADJUVANT,capsaicinoids,B,100,
food_substances,10-HYDROXYMETHYLENE-2-PINENE,128-50-7,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,L-HYDROXYPROLINE,51-35-4,,proline,A,80,
food_substances,IRON-CHOLINE CITRATE COMPLEX,1336-80-7,NUTRIENT SUPPLEMENT,choline,A,100,
food_substances,L-ISOLEUCINE,73-32-5,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",isoleucine,A,90,
food_substances,L-LEUCINE,61-90-5,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",leucine,A,80,
food_substances,LIGNIN SODIUM SULFONATE,8061-51-6,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,L-LYSINE,56-87-1,NUTRIENT SUPPLEMENT,lysine,A,80,
food_substances,MAGNESIUM CAPRATE,42966-30-3,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM CAPRYLATE,3386-57-0,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM CYCLAMATE--PROHIBITED,7757-85-9,NON-NUTRITIVE SWEETENER,magnesium,A,80,
food_substances,MAGNESIUM FUMARATE,7704-71-4,NUTRIENT SUPPLEMENT,magnesium,A,80,
food_substances,MAGNESIUM LAURATE,4040-48-6,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM MYRISTATE,4086-70-8,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM OLEATE,1555-53-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM PALMITATE,2601-98-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MAGNESIUM SALTS OF FATTY ACIDS,977093-38-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",magnesium,A,80,
food_substances,MANGANESE CHLORIDE,13446-34-9,NUTRIENT SUPPLEMENT,chloride,A,80,manganese(80)
food_substances,MANGANESE SULFATE,10034-96-5,NUTRIENT SUPPLEMENT,manganese,A,80,
food_substances,MANGANOUS OXIDE,1344-43-0,NUTRIENT SUPPLEMENT,manganese,A,80,
food_substances,MENADIOL SODIUM DIPHOSPHATE,131-13-5,,sodium,A,80,
food_substances,MENTHADIENOL,3269-90-7,"FLAVORING AGENT OR ADJUVANT,; MASTICATORY SUBSTANCE",ethanol,B,80,
food_substances,"CIS- AND TRANS-P-1(7),8-MENTHADIEN-2-YL ACETATE",15111-97-4,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,1-P-MENTHEN-9-YL ACETATE,28839-13-6,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,2-(L-MENTHOXY)ETHANOL,38618-23-4,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,2-[2-(P-MENTHYLOXY)ETHOXY]ETHANOL,28804-53-7,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,MENTHYL PYRROLIDONECARBOXYLATE,52528-10-6,,proline,A,80,
food_substances,2-MERCAPTOETHANOL,60-24-2,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,DL-METHIONINE,59-51-8,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",methionine,A,90,
food_substances,L-METHIONINE,63-68-3,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",methionine,A,90,
food_substances,L-METHIONYLGLYCINE,14486-03-4,FLAVORING AGENT OR ADJUVANT,glycine,A,80,
food_substances,"METHYL ACRYLATE--DVB-(DEG-DIVINYL ETHER), AMINOLYZED AND QUARTERNIZED, TERPOLYMER",128903-16-2,,chloride,A,80,
food_substances,METHYLENE CHLORIDE,75-09-2,"COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; SOLVENT OR VEHICLE",chloride,A,80,
food_substances,METHYL NICOTINATE,93-60-7,FLAVORING AGENT OR ADJUVANT,vitamin_b3,A,100,
food_substances,4-METHYL-5-THIAZOLEETHANOL,137-00-8,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,2-(METHYLTHIO)ETHANOL,5271-38-5,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,2-(METHYLTHIO)ETHYL ACETATE,5862-47-5,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,"MONO- AND DIGLYCERIDES, ACETIC ACID ESTERS AND SODIUM AND CALCIUM SALTS",977093-26-7,EMULSIFIER OR EMULSIFIER SALT,calcium,A,80,sodium(80)
food_substances,"MONO- AND DIGLYCERIDES, ACETYLTARTARIC ACID ESTERS AND SODIUM AND CALCIUM SALTS",977093-27-8,"EMULSIFIER OR EMULSIFIER SALT,; TEXTURIZER",calcium,A,80,sodium(80)
food_substances,"MONO- AND DIGLYCERIDES, CITRIC ACID ESTERS AND SODIUM AND CALCIUM SALTS",977093-28-9,EMULSIFIER OR EMULSIFIER SALT,calcium,A,80,sodium(80)
food_substances,"MONO- AND DIGLYCERIDES, LACTIC ACID ESTERS AND SODIUM AND CALCIUM SALTS",977093-29-0,EMULSIFIER OR EMULSIFIER SALT,calcium,A,80,sodium(80)
food_substances,"MONO- AND DIGLYCERIDES, MONOSODIUM PHOSPHATE DERIVATIVES",977051-32-3,"EMULSIFIER OR EMULSIFIER SALT,; LEAVENING AGENT,; LUBRICANT OR RELEASE AGENT,; SURFACE-ACTIVE AGENT",sodium,A,80,
food_substances,"MONO- AND DIGLYCERIDES, SODIUM SULFOACETATE DERIVATIVES",977052-47-3,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,MONOETHANOLAMINE,141-43-5,WASHING OR SURFACE REMOVAL AGENT,ethanol,B,80,
food_substances,MYRICITRIN,17912-87-7,FLAVORING AGENT OR ADJUVANT,myricetin,B,80,
food_substances,NEOTAME,165450-17-9,"FLAVOR ENHANCER,; NON-NUTRITIVE SWEETENER",phenylalanine,A,90,
food_substances,NICOTINAMIDE-ASCORBIC ACID COMPLEX,1987-71-9,NUTRIENT SUPPLEMENT,vitamin_c,A,100,
food_substances,"NITRATES, SODIUM & POTASSIUM",977124-88-1,"ANTIMICROBIAL AGENT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROPELLANT",potassium,A,80,sodium(80)
food_substances,"NITRITES, SODIUM & POTASSIUM",977124-89-2,"ANTIMICROBIAL AGENT,; ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROPELLANT",potassium,A,80,sodium(80)
food_substances,NITROSYL CHLORIDE,2696-92-6,,chloride,A,80,
food_substances,3-NONANON-1-OL,67801-46-1,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,"9,12-OCTADECADIENOIC ACID (48%) AND 9,12,15-OCTADECATRIENOIC ACID (52%)",977043-76-7,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT,; SOLVENT OR VEHICLE",linoleic_acid,A,100,
food_substances,"OXIRANE (CHLOROMETHYL)-, POLYMER WITH AMMONIA, REACTION PRODUCT WITH CHLOROMETHANE",68036-99-7,PROCESSING AID,chloride,A,80,
food_substances,"PECTIN, MODIFIED",977091-87-4,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE,; STABILIZER OR THICKENER,; TEXTURIZER",pectin,B,100,
food_substances,PHENETHYL ALCOHOL,60-12-8,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,2-PHENOXYETHYL PROPIONATE,23495-12-7,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,DL-PHENYLALANINE,150-30-1,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",phenylalanine,A,90,alanine(80)
food_substances,L-PHENYLALANINE,63-91-2,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",phenylalanine,A,90,alanine(80)
food_substances,PHOSPHORUS OXYCHLORIDE,10025-87-3,PH CONTROL AGENT,phosphorus,A,90,chloride(80)
food_substances,PIPERINE,94-62-2,FLAVORING AGENT OR ADJUVANT,piperine,B,100,
food_substances,P-MENTH-1-EN-9-OL,18479-68-0,FLAVORING AGENT OR ADJUVANT,ethanol,B,80,
food_substances,"POLYACRYLAMIDE RESIN, MODIFIED",26006-22-4,PROCESSING AID,choline,A,100,
food_substances,"POLY(ACRYLIC ACID-CO-HYPOPHOSPHITE), SODIUM SALT",71050-62-9,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,"POLYACRYLIC ACID, SODIUM SALT",9003-04-7,"BOILER WATER ADDITIVE,; WASHING OR SURFACE REMOVAL AGENT",sodium,A,80,
food_substances,POLY(DIVINYLBENZENE-CO-TRIMETHYL(VINYLBENZYL)AMMONIUM CHLORIDE),60177-39-1,PROCESSING AID,chloride,A,80,
food_substances,"POLYMALEIC ACID, SODIUM SALT",30915-61-8,PROCESSING AID,sodium,A,80,
food_substances,"POLY(MALEIC ANHYDRIDE), SODIUM SALT",70247-90-4,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,POTASSIUM ACETATE,127-08-2,FLAVORING AGENT OR ADJUVANT,potassium,A,80,
food_substances,POTASSIUM ACID PYROPHOSPHATE,14691-84-0,"EMULSIFIER OR EMULSIFIER SALT,; TEXTURIZER",potassium,A,80,
food_substances,POTASSIUM BENZOATE,582-25-2,ANTIMICROBIAL AGENT,potassium,A,80,
food_substances,POTASSIUM BISULFITE,7773-03-7,ANTIMICROBIAL AGENT,potassium,A,80,
food_substances,POTASSIUM BORATE,1332-77-0,,potassium,A,80,
food_substances,POTASSIUM BROMATE,7758-01-2,"DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; LEAVENING AGENT,; OXIDIZING OR REDUCING AGENT",potassium,A,80,
food_substances,POTASSIUM BROMIDE,7758-02-3,WASHING OR SURFACE REMOVAL AGENT,potassium,A,80,
food_substances,POTASSIUM CAPRATE,13040-18-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",potassium,A,80,
food_substances,POTASSIUM CAPRYLATE,764-71-6,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",potassium,A,80,
food_substances,POTASSIUM CASEINATE,68131-54-4,"ENZYME,; NUTRIENT SUPPLEMENT",potassium,A,80,
food_substances,POTASSIUM CYCLAMATE--PROHIBITED,7758-04-5,NON-NUTRITIVE SWEETENER,potassium,A,80,
food_substances,POTASSIUM 2-(1'-ETHOXY)ETHOXYPROPANOATE,100743-68-8,FLAVORING AGENT OR ADJUVANT,potassium,A,80,
food_substances,POTASSIUM FUMARATE,7704-72-5,NUTRIENT SUPPLEMENT,potassium,A,80,
food_substances,POTASSIUM GIBBERELLATE,125-67-7,PROCESSING AID,potassium,A,80,
food_substances,POTASSIUM HYPOPHOSPHATE,99690-64-9,,potassium,A,80,
food_substances,POTASSIUM LACTATE,996-31-6,FLAVOR ENHANCER,potassium,A,80,
food_substances,POTASSIUM LAURATE,10124-65-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",potassium,A,80,
food_substances,POTASSIUM N-METHYLDITHIOCARBAMATE,137-41-7,ANTIMICROBIAL AGENT,potassium,A,80,
food_substances,POTASSIUM MYRISTATE,13429-27-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",potassium,A,80,
food_substances,POTASSIUM NITRATE,7757-79-1,"ANTIMICROBIAL AGENT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",potassium,A,80,
food_substances,POTASSIUM NITRITE,7758-09-0,,potassium,A,80,
food_substances,POTASSIUM OLEATE,143-18-0,"ANTIMICROBIAL AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,POTASSIUM PALMITATE,2624-31-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID",potassium,A,80,
