inventory,substance,cas,use,matched_nutrient_id,pack,score,alt_matches
fcn,"2-Propenoic acid, sodium salt, homopolymer (CAS Reg. No. 9003-04-7).",,As an aid for grinding calcium carbonate filler to be used in food-contact polyolefin food-contact materials.,sodium,A,80,
fcn,Vinylidene chloride/vinyl chloride/methyl acrylate copolymer (CAS Reg. No. 28572-91-0).,,"As a component of coatings applied to fresh fruits and vegetables with inedible peels, excluding citrus fruits.",chloride,A,80,
fcn,An aqueous solution of sodium chlorite and chlorine dioxide containing up to 1200 mg/kg sodium chlorite and up to 30 mg/kg chlorine dioxide.,,"For use on poultry carcasses, carcass parts, poultry meat, organs, or related parts or trim as an antimicrobial agent in poultry processing waters, as a component of a carcass spray or a dip solution.",sodium,A,80,
fcn,"2-propenoic acid, homopolymer, sodium salt (with a weight average molecular weight of 2300 to 5700 Daltons and a weight average molecular weight to number average molecular weight ratio of not more than 6.3) (CAS Reg. No. 9003-04-7).",,To control the formation of mineral scale during evaporation of beet or cane sugar juice.,sodium,A,80,
fcn,Zeolite A (CAS Reg. No. 68989-22-0) in which silver and ammonium ions have been exchanged for sodium ions.,,As an antimicrobial agent used to preserve food-contact polymers.,sodium,A,80,
fcn,"2-Propenoic acid, 2-methyl, polymer with &alpha;-(2-methyl-1-oxo-2-propenyl)-&omega;-methoxypoly(oxy-1,2-ethanediyl) and 2-propenoic acid, graft, sodium salt (CAS Reg. No. 381686-36-8).",,"For use as an adjuvant for coatings applied to food-contact paper and paperboard, as described in the notification.",sodium,A,80,
fcn,An aqueous solution of sodium chlorite and chlorine dioxide containing no less than 50 parts per million and not more than 200 parts per million of available chlorine dioxide.,,For use as a sanitizing solution on beverage containers.,sodium,A,80,
fcn,"Sulfonic acids, C10-18-alkane, sodium salts (CAS Reg. No. 68037-49-0).",,"The FCS is to be used as an antifogging anchor agent in multi-layer polyolefin film structures for use in produce bags and for lid seals for formed trays, specifically for raw and fresh fruits and vegetables, and for lid",sodium,A,80,
fcn,"1,5-Pentanedicarboxylic acid, calcium salt (CAS Reg. No. 19455-79-9).",,The FCS will be used as a nucleating agent in the manufacture of polypropylene food-contact articles.,calcium,A,80,
fcn,"Industrial starch modified by treatment with greater than 5 percent and not more than 21 percent by weight 2,3-epoxypropyltrimethylammonium chloride (CAS Reg. No. 3033-77-0).",,For use as a retention aid and/or drainage aid and/or dry-strength agent employed prior to the sheet forming operation in the manufacture of food-contact paper and paperboard.,chloride,A,80,
fcn,Mixture of sodium chlorite (CAS Reg. No. 7758-19-2) and sodium chloride (CAS Reg. No. 7647-14-5).,,"As an antimicrobial agent in water and ice that are used to rinse, wash, thaw, transport, or store seafood in accordance with current industry standards of good manufacturing practice.",chloride,A,80,sodium(80)
fcn,"beta-Alanine, N-(2-aminoethyl)-, monosodium salt, polymer with 1,4-butanediol, 1,6-diisocyanatohexane, 1,3-diisocyanatomethylbenzene and hexanedioic acid (CAS Reg. No. 141073-56-5).",,"The FCS is a polyurethane coating which is used as an adhesive applied on plastics, films, paper and paperboard, and metal or coated metal used for packaging and holding all food types intended for single- and repeat-use",alanine,A,80,
fcn,Chromium Nitride (CAS Reg. No. 24094-93-7).,,The FCS will be used as a component of surface coating on repeat-use food processing and food packaging equipment to prevent abrasive wear to the components of the equipment.,chromium,A,80,
fcn,Manganese Ferrite Black Spinel aka C.I. Pigment Black 26 (CAS Reg. No. 68186-94-7).,,For use as a colorant in all polymers,manganese,A,80,
fcn,"Diallyldimethylammonium chloride polymer with acrylamide, reaction product with glyoxal, produced by copolymerizing from 20 to 90 weight percent of acrylamide and 10 to 80 weight percent of diallyldimethylammonium chloride, which is then cross-linked with not more than 30 weight percent of glyoxal.",,As a dry and wet strength additive added prior to the sheet-forming operation in the manufacture of paper and paperboard at a level not to exceed 2% by weight of the dry fibers in the finished paper and paperboard.,chloride,A,80,
fcn,"Phosphonic acid, (1-methyl-ethenyl)-, homopolymer, sodium salt (PIPPA) (CAS Reg. No. 118632-18-1)",,For use as an anti-corrosive agent in the steam header and steam lines of boiler systems where the steam will contact food as described in 21 CFR 173.310,sodium,A,80,
fcn,Sodium Chlorite (CAS Reg. No. 7758-19-2).,,"As an antimicrobial agent in water and ice that are used to rinse, wash, thaw, transport, or store seafood.",sodium,A,80,
fcn,"Benzenesulfonic acid, 4-[[1-[[(2-methylphenyl)amino]carbonyl]-2-oxopropyl]azo]-3-nitro-, calcium salt (2:1) (CAS Reg. No. 12286-66-7).",,The FCS will be used as a colorant in the manufacture of polymers intended to contact food.,calcium,A,80,
fcn,"Montmorillonite (CAS Registry Number 1318-93-0) surface treated with either quaternary ammonium compounds, (hydrogenated tallow alkyl)bis(hydroxyethyl)methyl, chlorides (CAS Reg. No. 68607-27-2) or 1-octadecanaminium, N,N-bis(2-hydroxyethyl)-N-methyl-, chloride (CAS Reg. No. 3010-24-0).",,For use as a gas barrier in monolayer PET bottles.,chloride,A,80,
fcn,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of hydrogen bromide (CAS Reg. No. 10035-10-6) and sodium, potassium or calcium hypochlorite (CAS Reg. No. 7681-52-9, 7778-66-7 or 7778-54-3).",,As an antimicrobial in water or iced used for processing meat and poultry products.,calcium,A,80,potassium(80);sodium(80)
fcn,"Crosslinked 2-propenoic acid, homopolymer, sodium salt (CAS Reg. No. 9003-04-7).",,As a fluid absorbent in food contact materials.,sodium,A,80,
fcn,"Industrial starch modified (CAS Reg. No. 56780-58-6) by treatment with greater than 5 percent and not more than 21 percent by weight 2,3-epoxypropyltrimethylammonium chloride (CAS Reg. No. 3033-77-0).",,"As a retention aid, drainage aid, and/or dry-strength agent employed prior to the sheet forming operation in the manufacture of food-contact paper and paperboard.",chloride,A,80,
fcn,Phthalimidomethyl copper phthalocyanine (CAS Reg. No. 68411-06-3).,,The FCS will be used as a heat-resistant pigment in the coloration of plastic used in films and molded articles such as food containers.,copper,A,80,
fcn,Tungsten carbide containing up to 15 percent nickel with up to 1.5 percent chromium.,,"The food contact substances will be used in the manufacture of food processing equipment (specifically, as wear parts in applications of producing foods, e.g. knives, nozzles, homogenize valves, bearing rings, saws, etc)",chromium,A,80,
fcn,"Naphthalenesulfonic acid, lauryl derivatives, calcium salts (CAS Reg. No. 1059544-80-7).",,As an additive for lubricants with incidental food contact with all food types.,calcium,A,80,
fcn,"Ethylenesulfonic acid, sodium salt (CAS Reg. No. 3039-83-6).",,"As a comonomer in the production of aqueous polymer dispersions, at a maximum content of 31.5 percent by weight, for use in the production of pressure-sensitive adhesives according to 21 CFR 175.125.",sodium,A,80,
fcn,Calcium hypochlorite (CAS Reg. No. 7778-54-3).,,"As an antimicrobial agent in water used to process fruits, vegetables, nuts, meat and poultry and in the pretreatment of water for use in the manufacture of beverages subsequently bottled for drinking.",calcium,A,80,
fcn,Aluminum magnesium carbonate hydroxide (synthetic hydrotalcite) (CAS Reg. No. 11097-59-9).,,As an acid scavenger and filler in all food-contact polymers.,magnesium,A,80,
fcn,Dicocodimethylammonium chloride (CAS Reg. No. 61789-77-3).,,As a component of flotation aid formulations used in the purification of calcium carbonate from raw calcite ore.,chloride,A,80,
fcn,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of hydrogen bromide (CAS Reg. No. 10035-10-6) and sodium, potassium or calcium hypochlorite (CAS Reg. No. 7681-52-9, 7778-66-7 or 7778-54-3).",,As an antimicrobial in water or ice used for processing meat products.,calcium,A,80,potassium(80);sodium(80)
fcn,"2-propenoic acid, sodium salt, homopolymer (CAS Reg. No. 9003-04-7).",,As a dispersant for mineral fillers in the wet-end during the manufacture of food-contact paper and paperboard.,sodium,A,80,
fcn,2-(2-Aminoethylamino)ethanol (CAS Reg. No. 111-41-1).,,As a monomer for polyester resins used as components of coatings on metal substrates at a maximum concentration of 1.3 percent of the total coating solids.,ethanol,B,80,
fcn,"1,3-benzenedicarbonyl dichloride, polymer with 1,4-benzenedicarbonyl dichloride, carbonic dichloride and 4,4'-(1-methylethylidene)bis[phenol] (polyester carbonate resins) (CAS Reg. No. 71519-80-7). The resins are produced by the condensation of 4,4'- isopropylidenediphenol, carbonyl chloride, terephthaloyl chloride, and isophthaloyl chloride such that the finished resins are composed of 45 to 85 mole percent ester, of which up to 55 mole percent is the terephthaloyl isomer. The resins are manufactured using a phthaloyl chloride/carbonyl chloride mole ratio of (0.81 to 5.7)/1 and isophthaloyl chloride/terephthaloyl chloride mole ratio of 0.81/1 or greater. The manufacturing process may include optional adjuvant substances authorized for the resins.",,"As food-contact articles or components of food-contact articles, for single-and repeated-use, excluding baby nursing bottles and liquid training cups.",chloride,A,80,
fcn,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of hydrogen bromide (CAS Reg. No. 10035-10-6) and sodium, potassium or calcium hypochlorite (CAS Reg. No. 7681-52-9, 7778-66-7 or 7778-54-3).",,As an antimicrobial in water or ice used for processing poultry products.,calcium,A,80,potassium(80);sodium(80)
fcn,Titanium dioxide treated with fluoride modified alumina.,,As a pigment in food-contact articles.,fluoride,A,80,
fcn,"An aqueous solution of hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of 40 percent sodium bromide, (CAS Reg. No. 7647-15-6) and 12.5 percent sodium hypochlorite (CAS Reg. No. 7681-52-9).",,"As an antimicrobial additive in ice or water, used as either a spray or a dip, for meat processing, including both hide on and hide off applications, and for poultry processing.",sodium,A,80,
fcn,"2-propenoic acid, polymer with sodium phosphinate, sodium salt (CAS Reg. No. 129898-01-7).",,As a mineral scale inhibitor in the evaporative processing of beet and cane sugar juice liquor.,sodium,A,80,
fcn,Sodium nitrite (CAS Reg. No. 7632-00-0).,,As an additive in lubricants with incidental contact with food in compliance with 21 CFR 178.3570.,sodium,A,80,
fcn,"Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[phenol], 4-(1-methyl-1-phenylethyl)phenyl ester (polycarbonate resins) (CAS Reg. No. 11211-39-3). The resins are produced by the condensation of 4,4'-(isopropylidenediphenol) and carbonyl chloride. The manufacturing process may include optional adjuvant substances authorized in the production of the resins.",,"As food-contact articles or components of food-contact articles, for single-and repeated-use, excluding baby bottles and liquid training cups.",chloride,A,80,
fcn,Tetrafluoroethylene-hexafluoropropylene-vinylidene fluoride copolymers (CAS Reg. No 25190-89-0).,,As a processing additive for all polymers (excluding polymers used in metal and paper coatings).,fluoride,A,80,
fcn,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of sodium bromide (CAS Reg. No. 7647-15-6) and sodium, potassium or calcium hypochlorite (CAS Reg. Nos. 7681-52-9, 7778-66-7 or 7778-54-3).",,"As an antimicrobial agent in process water or ice applied to meat and poultry products, and in water applied to processed fruits and vegetables, and shell eggs.",calcium,A,80,potassium(80);sodium(80)
fcn,"Starch, carboxymethyl ether, sodium salt (CAS Reg. No.: 9063-38-1).",,As a fluid absorbent in food-contact materials used to absorb liquids intrinsic to meat and poultry.,sodium,A,80,
fcn,"2-Propenoic acid, telomer with 2-hydroxypropyl 2-propenoate and sodium hydrogen sulfite, ammonium salt (CAS Reg. No. 100486-98-4).",,For use as a dispersant for titanium dioxide pigment suspensions in coatings.,sodium,A,80,
fcn,"1-Propanaminium, N,N,N-trimethyl-3-[(1-oxo-2-propenyl)amino]-, chloride, homopolymer (CAS Reg. No. 26427-01-0).",,"As a retention, drainage, and contaminant control agent employed prior to the sheet forming operation in the manufacture of paper and paperboard.",chloride,A,80,
fcn,"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide, sodium salt (CAS Reg. No. 128-44-9).",,As a nucleating agent in the manufacture of polyethylene phthalate polymers otherwise complying with 21 CFR 177.1630.,sodium,A,80,
fcn,"2-Propenoic acid, homopolymer, sodium salt (CAS Reg. No. 9003-04-7).",,As a mineral pigment dispersant for calcium carbonate or kaolin pigments in the manufacture of food-contact paper and paperboard.,sodium,A,80,
fcn,"Starch, carboxymethyl ether, sodium salt (CAS Reg. No. 9063-38-1).",,"As a fluid absorbent in food-contact materials used to absorb liquids intrinsic to fish, fruits and vegetables.",sodium,A,80,
fcn,"Butanedioic acid, 2-methylene-, polymer with ethenyl acetate, hydrolyzed, sodium salts (CAS Reg. No. 122625-12-1).",,For use as a creping agent in the manufacture of paper.,sodium,A,80,
fcn,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 1,1'-(1,1-dimethyl-3-methylene-1, 3-propanediyl)bis[benzene], ethenylbenzene,(1-methylethenyl)benzene, methyl 2-methyl-2-propenoate and 2-propenoic acid, sodium salt, manufactured as described in the notification.",,As a dispersant for rosin size in paper and paperboard making process.,sodium,A,80,
fcn,"1-propanaminium, N,N,N,-trimethyl-3-[(1-oxo-2-propen-1-yl)amino]-, chloride (1:1), polymer with ethenamine, hydrochloride (CAS Reg. No. 1353435-58-1).",,"For use as a retention, drainage, and contaminant control agent employed prior to the sheet-forming operation in the manufacture of uncoated paper.",chloride,A,80,
fcn,Calcium borate (CAS Reg. No. 12040-58-3).,,For use as an additive in lubricants with incidental food contact.,calcium,A,80,
fcn,"Hypobromous acid (CAS Reg. No. 13517-11-8) generated on-site from an aqueous mixture of sodium bromide (CAS Reg. No. 7647-15-6) and sodium, potassium or calcium hypochlorite (CAS Reg. Nos. 7681-52-9, 7778-66-7 or 7778-54-3).",,As an antimicrobial agent in process water for poultry products.,calcium,A,80,potassium(80);sodium(80)
fcn,"Dodecylbenzenesulfonic acid, calcium salt (CAS Reg. No. 26264-06-2).",,As a component of lubricants with incidental food contact.,calcium,A,80,
fcn,"Poly(oxy-1,2-ethanediyl), &alpha;-(3-carboxy-1-oxosulfopropyl)-&omega;-(isotridecyloxy)-, sodium salt (1:2) (CAS Reg. No. 1013906-64-3).",,"As an emulsifier and/or surface-active agent in (1) the emulsion polymerization of polyvinyl acetate, acrylic, and vinyl/acrylic polymers intended for use in coatings for paper and paperboard; and (2) the emulsion polyme",sodium,A,80,
fcn,Copper(II) hydroxide phosphate (CAS Reg. No. 12158-74-6). REPLACES FCN 926,,"As an additive in all food-contact polymers that serves: a) as a colorant, b) as a UV-filter to protect contained goods from UV radiation, c) as an IR absorber in order to reduce the necessary energy for molding and form",copper,A,80,
fcn,Sodium borohydride (CAS Reg. No. 16940-66-2) used in conjunction with palladium acetate (CAS Reg. No. 3375-31-3) REPLACES FCN 1114 and FCN 1160,,The FCS will be used as an oxygen scavenging system in beverage containers as described in the Limitations/Specifications.,sodium,A,80,
fcn,"Industrial starch modified by treatment with greater than 5 percent and not more than 21 percent 2,3-epoxypropyltrimethylammonium chloride (CAS Reg. No. 56780-58-6).",,"As a retention aid, drainage aid, and/or dry-strength agent employed prior to the sheet forming operation in the manufacture of food-contact paper and paperboard.",chloride,A,80,
fcn,Chromium nitride (CAS Reg. No. 24094-93-7).,,"As a thin film ceramic coating applied to repeated-use metal component parts in food processing and packaging machinery and equipment to reduce part wear, friction and sticking of food materials.",chromium,A,80,
fcn,"Rutile Tin Zinc - doped with either potassium, sodium, or calcium (CAS Reg. No.: 207691-99-4, 389623-07-8, 389623-01-2, respectively).",,As a colorant in polymers and in printing ink.,calcium,A,80,potassium(80);sodium(80)
fcn,Zirconium Oxide (CAS. Reg. No. 1314-23-4) and Tin(II) Phosphate (CAS. Reg. No. 15578-32-2) and Tin(II) Fluoride (CAS Reg. No. 7783-47-3).,,As a conversion coating on the interior of tinplated steel containers (cans) with or without a polymeric topcoat.,fluoride,A,80,
fcn,Copolymer of vinylidene fluoride and hexafluoropropene (CAS Reg. No. 9011-17-0).,,As a processing aid in all polymers (excluding polymers used in metal and paper coatings).,fluoride,A,80,
fcn,"Tannins, ammonium salt (CAS Reg. No. 71631-09-9).",,The FCS is intended for use as a coagulant for the clarification/flocculation of influent water used in the pulp and paper manufacturing process.,tannins,B,80,
fcn,"Polyethylene terephthalate copolyesters (including isophthalic acid and/or diethylene glycol modified) that otherwise comply with 21 CFR 177.1630 or an applicable effective Food Contact Notification, containing up to 0.85 weight percent sodium dimethyl 5-sulfoisophthalate units.",,As films or articles intended to contact food.,sodium,A,80,
fcn,"Diallyldimethylammonium chloride polymer with acrylamide, reaction product with glyoxal, produced by copolymerizing from 20 to 90 weight percent of acrylamide and 10 to 80 weight percent of diallyldimethylammonium chloride, which is then cross-linked with not more than 30 weight percent of glyoxal.",,As a drainage aid or as a dry and wet strength additive added prior to the sheet-forming operation in the manufacture of paper and paperboard at a level not to exceed 2 percent by weight of the dry fibers in the finished,chloride,A,80,
fcn,"L-aspartic acid, homopolymer, sodium salt (CAS Reg. No. 34345-47-6).",,As a dispersant for fillers in food-contact paper and paperboard.,aspartic_acid,A,90,sodium(80)
fcn,"2-propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with the ethanedial and 2-propenamide (CAS Reg. No. 32555-39-8).",,As a dry- and wet-strength and dewatering agent employed prior to the sheet-forming operation in the manufacture of paper and paperboard.,chloride,A,80,
fcn,"An aqueous mixture of catalase (CAS Reg. No. 9001-05-2), glycerol (CAS Reg. No. 56-81-5), sodium citrate dihydrate (CAS Reg. No. 6132-04-3), sodium formate (CAS Reg. No.114-53-7), and 1,2-benzisothiazolin-3-one (CAS Reg. No. 2634-33-5).",,As an adjuvant to antimicrobial solutions for use in commercial sterilization of aseptic filling systems and packaging prior to filling.,sodium,A,80,
fcn,"Copolymers of acrylamide, alkylenedicarboxylic acid, aryl(acrylatoalkyl)dialkylammonium chloride, aryl(methacrylatoalkyl)dialkylammonium chloride and N,N-dimethylaminoethyl methacrylate.",,For use as a wet and dry strength agent added prior to the sheet forming process in the manufacture of paper and paperboard.,chloride,A,80,
fcn,"2-propen-1-aminium, N, N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with the ethanedial and 2-propenamide (CAS Reg. No. 32555-39-8).",,As a dry- and wet- strength agent employed prior to the sheet-forming operation in the manufacture of paper and paperboard.,chloride,A,80,
fcn,"Ethanaminium, N,N,N-trimethyl-2-[(1-oxo-2-propen-1-yl)oxy]-, chloride (1:1), polymer with 2-propenamide (CAS Reg. No. 69418-26-4).",,"As a flocculant, retention and drainage aid in the manufacture of food contact paper and paperboard.",chloride,A,80,
fcn,"Oxirane, 2-methyl-, polymer with oxirane, ether with 2,2'-[[3-methyl-4-[(4-methyl-2-benzothiazolyl)azo]phenyl]imino]bis[ethanol] (2:1) (CAS Reg. No. 229306-55-2).",,The FCS will be used as a colorant in high density polyethylene and polypropylene homopolymers and copolymers at concentrations not to exceed 0.3% by weight in the finished polymers.,ethanol,B,80,
fcn,"Oxirane, 2-methyl-, polymer with oxirane, ether with 2,2',2'',2'''-[sulfonylbis[4,1-phenylene-2,1-diazenediyl(3-methyl-4,1-phenylene)nitrilo]]tetrakis[ethanol] (4:1) (CAS Reg. No. 927432-39-1).",,"As a colorant in high density polyethylene and polypropylene homopolymers and copolymers, at concentrations not to exceed 0.3 percent by weight of the finished polymers, except for use in packaging of infant formula and ",ethanol,B,80,
fcn,Sodium carboxymethylcellulose (CAS Reg. No. 9004-32-4).,,"The FCS will be added at the wet-end of a standard papermaking process as dry-strength agent in the manufacture of food-contact paper and paperboard products, except for use in contact with infant formula and breast milk",sodium,A,80,
fcn,"2-propenoic acid, homopolymer, sodium salt (with a weight average molecular weight of 3000 to 7000 Daltons and a weight average molecular weight to number average molecular weight ratio of not more than 3.0) (CAS Reg. No. 9003-04-7).",,"To control the formation of mineral scale during evaporation of beet or cane sugar juice, except for use in contact with infant formula and breast milk (see Limitations/Specifications).",sodium,A,80,
fcn,"An aqueous mixture of peroxyacetic acid (CAS Reg. No. 79-21-0), hydrogen peroxide (CAS Reg. No. 7722-84-1), sodium hydroxide (CAS Reg. No. 1310-73-2), and glycerine (CAS Reg. No. 56-81-5).",,"As an antimicrobial agent added to process water or ice used for preparing whole and cut meat and whole or cut poultry products, including hides, parts, trim and organs, and for processing fruits and vegetables.",sodium,A,80,
fcn,"Mixture of 5-chloro-2-methyl-4-isothiazolin-3-one (CIT; CAS Reg. No. 26172-55-4) and 2-methyl-4-isothiazolin-3-one (MIT; CAS Reg. No. 2682-20-4), at a ratio of 3 parts to 1 part by weight, optionally stabilized with magnesium or sodium nitrate and copper (II) nitrate.",,"As a biocide in polymer latex emulsions, coating formulations and additives for coating formulations used for food packaging, except for use in contact with infant formula and breast milk (see Limitations/Specifications)",copper,A,80,magnesium(80);sodium(80)
fcn,Calcium aluminum hydroxyl carbonate (CAS Reg. No. 65997-16-2).,,As an acid scavenger in food-contact polyolefin and polyvinyl chloride materials.,calcium,A,80,
fcn,"2-Propenonic acid, polymer with 2,5-furandione, sodium salt (CAS Reg. No. 52255-49-9).",,"As a dispersing agent in bleaching stabilizer formulations used in the mechanical pulp bleaching process of food-contact paper and paperboard manufacture, except for use in contact with infant formula and breast milk (se",sodium,A,80,
fcn,"Copper, [C,C,C,C-tetrachloro-29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32] (CAS Reg. No. 27614-71-7).",,"As a colorant in all types of food-contact polymers, except for use in contact with infant formula and breast milk (see Limitations/Specifications).",copper,A,80,
fcn,"Diethylenetriamine penta(methylene phosphonic acid), sodium salt (DTPMP) (CAS Reg. No. 22042-96-2).",,"As a chelating agent in bleaching stabilizer formulations used in the mechanical pulp bleaching process during the manufacture of food-contact paper and paperboard, except for use in contact with infant formula and breas",sodium,A,80,
fcn,Vinylidene fluoride-hexafluoropropene copolymer (CAS Reg. No. 9011-17-0).,,"As a processing aid for food contact polymers, except for use in contact with infant formula and breast milk (see Limitations/Specifications).",fluoride,A,80,
fcn,"2-Propen-1-aminium,N,N-dimethyl-N-2-propenyl-,chloride, polymer with 2-propenamide and 2-propenoic acid (CAS Reg. No. 25136-75-8).",,"As a co-binder for pigment-based paperboard coating formulations, except for use in contact with infant formula and breast milk.",chloride,A,80,
fcn,"2-Propenoic acid, polymer with 1,1'-(1,4-butanediyl) di-2-propenoate, isooctyl 2-propenoate, &alpha;-(2-methyl-1-oxo-2-propen-1-yl)-&omega;-methoxypoly(oxy-1,2-ethanediyl) and sodium 4-ethenylbenzenesulfonate (1:1) (CAS Reg. No. 1613467-46-1)",,"The FCS is used as the base polymer in the adhesive film used to repair torn paper/paperboard, for contacting all food types under all conditions of use (see Tables 1 and 2), except for use in contact with infant formula",sodium,A,80,
fcn,"A mixture of 5-chloro-2-methyl-4-isothiazolin-3-one (CIT; CAS Reg. No. 26172-55-4) and 2-methyl-4-isothiazolin-3-one (MIT; CAS Reg. No. 2682-20-4) at a ratio of 3 parts to 1 part by weight, optionally stabilized with magnesium or sodium nitrate at a 1 to 1 ratio (weight/weight) with the sum of isothiazolones and further stabilized with 0.15 percent copper (II) nitrate.",,"As an antimicrobial agent in polymer latex solutions used in adhesives complying with 21 CFR 175.105, except for use in contact with infant formula and breast milk (see Limitations and Specifications).",copper,A,80,magnesium(80);sodium(80)
fcn,Sodium alkyl (C10-16) ethoxylated sulfate,,"For use as an emulsifier in the production of acrylic and modified acrylic polymers, styrene-acrylic copolymers, and vinyl acetate copolymers used as pigment binders in coatings for paper and paperboard that contact all ",sodium,A,80,
fcn,"Polyacrylic acid, neutralized sodium salt, polymer (CAS Reg. No. 292842-03-6)",,"The FCS will be used as a rinse aid on food preparation, storage, and eating utensils in commercial facilities such as restaurants, delis, cafeterias, bars, residential dining facilities and medical institutions. Applica",sodium,A,80,
fcn,"Polyacrylic acid, partially neutralized sodium salt, polymer (CAS Reg. No. 68479-09-4).",,"The FCS will be used as a rinse aid on food preparation, storage, and eating utensils in commercial facilities such as restaurants, delis, cafeterias, bars, residential dining facilities, and medical institutions. Applic",sodium,A,80,
fcn,"A mixture of 5-chloro-2-methyl-4-isothiazolin-3-one (CAS Reg. No. 26172-55-4) and 2-methyl-4-isothiazolin-3-one (CAS Reg. No. 2682-20-4) at a ratio of 3 parts to 1 part by weight, optionally stabilized with magnesium or sodium nitrate and further stabilized with 0.15% copper (II) nitrate.",,"The FCS is intended for use as a preservative in resinous and polymeric coatings for polyolefin films complying with 21 CFR 175.320 and in coatings and/or coating components complying with 21 CFR 175.300, except for use ",copper,A,80,magnesium(80);sodium(80)
fcn,"Cross-linked 2-propenoic acid, homopolymer, sodium salt (CAS Reg. No. 9003-04-7); REPLACES FCN 1388",,As a fluid absorbent with food contact materials,sodium,A,80,
fcn,"2-Propenoic acid, polymer with sodium 2-hydroxy-3-(2-propen-1-yloxy)-1-propanesulfonate (1:1) and &alpha;-sulfo-&omega;-(2-propen-1-yloxy)poly(oxy-1,2-ethanediyl) ammonium salt (1:1), sodium salt (CAS Reg. No. 903573-39-7).",,For use as an antiscalant in boiler water additive products complying with 21 CFR 173.310.,sodium,A,80,
fcn,"2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), polymer with ethanedial and 2-propenamide (CAS Reg. No. 32555-39-8).",,"As a dry- and wet-strength agent employed prior to the sheet-forming operation in the manufacture of paper and paperboard in contact with all food types, except for use in infant formula and breast milk (see Limitations/",chloride,A,80,
fcn,Vinylidene fluoride-hexafluoropropene copolymer (CAS Reg. No. 9011-17-0).,,"As a processing aid for food contact polymers, except for use in contact with infant formula and breast milk (see Limitations/Specifications).",fluoride,A,80,
fcn,A solution of silver dihydrogen citrate stabilized with sodium lauryl sulfate and citric acid,,"As an antimicrobial solution applied by spray or dip to reduce the pathogen populations on poultry carcasses, parts and organs. (See Limitations/Specifications)",sodium,A,80,
fcn,"Benzoic acid, 4-[(4-chlorobenzoyl)amino]-, sodium salt (1:1) (CAS Reg. No. 1489170-67-3)",,"As a nucleating agent in food-contact polyolefin materials and articles, except for use in contact with infant formula and breast milk (see Limitations/Specifications).",sodium,A,80,
fcn,"Diphosphoric acid, copper (2+) salt, hydrate (1:2:x) (CAS Reg. No. 16570-28-8) (Note: where x is unspecified, therefore this submission can cover both the anhydrous and hydrated versions of copper pyrophosphate.)",,"As a colorant and UV/IR absorber (specifically for laser marking on the non-food contact surface of polymers, fingerprinting/identity preservation, and/ or heat accelerating for molding and forming polymers) for all food",copper,A,80,
fcn,Chromium Nitride (CAS Reg. No. 24094-93-7),,"The FCS will be used as a component of surface coating on repeat-use food processing and food packaging equipment to prevent abrasive wear to the components of the equipment, except for use in contact with infant formula",chromium,A,80,
fcn,"1-Propanaminium, N,N,N-trimethyl-3-[(1-oxo-2-propen-1-yl)amino]-, chloride (1:1), polymer with ethenamine and 2-propenamide, hydrochloride (CAS Reg. No. 1659307-53-5).",,"As a dry strength agent employed prior to the sheet-forming operation in the manufacture of uncoated paper that will be used in contact with all food types, except for use in contact with infant formula and breast milk (",chloride,A,80,
fcn,A solution of silver dihydrogen citrate stabilized with sodium lauryl sulfate and citric acid.,,As an antimicrobial solution applied by spray or dip on fruits and vegetables intended for processing (see Limitations/Specifications).,sodium,A,80,
fcn,"A mixture of 5-chloro-2-methyl-4-isothiazolin-3-one (CIT; CAS Reg. No. 26172-55-4) and 2-methyl-4-isothiazolin-3-one (MIT; CAS Reg. No. 2682-20-4) at a ratio of 3 parts to 1 part by weight, optionally stabilized with magnesium or sodium nitrate and optionally further stabilized with 0.15 percent copper(II) nitrate.",,The FCS is intended for use as: (1) an antimicrobial agent in polymer latex solutions used in adhesives complying with 21 CFR 175.105; (2) a preservative in resinous and polymeric coatings for polyolefin films complying ,copper,A,80,magnesium(80);sodium(80)
