_inventory,_substance,_other_names,_use,_cas,CAS Registry No. (or other ID),Substance,Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg01,Reg02,reg03,reg04,reg05,reg06,reg07,reg08,reg09,reg10,reg11,reg12,reg13,reg14,reg15,reg16,reg17,reg18,reg19,reg20,reg21,Reg prohibited189,regs Labeling-Standards,Other Names,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12,SYN13,SYN14,SYN15,SYN16,SYN17,SYN18,SYN19
indirect_additives,TETRAHYDROFURFURYL ALCOHOL,TETRAHYDROFURFURYL ALCOHOL,,97-99-4,97-99-4,TETRAHYDROFURFURYL ALCOHOL,,,,,,,172.515,175.105,176.180,176.210,,,,,,,,,,,,,,,,,,,,TETRAHYDROFURFURYL ALCOHOL,"FURFURYL ALCOHOL, TETRAHYDRO-",TETRAHYDRO-2-FURANMETHANOL,TETRAHYDRO-2-FURYLMETHANOL,TETRAHYDRO-2-FURANCARBINOL,THFA,TETRAHYDRO-2-FURANYLMETHANOL,"2-FURANMETHANOL, TETRAHYDRO-",2-(HYDROXYMETHYL)TETRAHYDROFURAN,2-TETRAHYDROFURANMETHANOL,,,,,,,,,,
indirect_additives,TETRAHYDRO-4-HYDROXY-5-METHYL-2(1H)PYRIMIDINONE,TETRAHYDRO-4-HYDROXY-5-METHYL-2(1H)-PYRIMIDINONE,,91815-41-7,91815-41-7,TETRAHYDRO-4-HYDROXY-5-METHYL-2(1H)PYRIMIDINONE,,,,,,,176.180,,,,,,,,,,,,,,,,,,,,,,,TETRAHYDRO-4-HYDROXY-5-METHYL-2(1H)-PYRIMIDINONE,"2(1H)-PYRIMIDINONE, TETRAHYDRO-4-HYDROXY-5-METHYL-",,,,,,,,,,,,,,,,,,
indirect_additives,"3A,4,7,7A-TETRAHYDROMETHYL-4,7-METHANOISOBENZOFURAN-1,3-DIONE","3A,4,7,7A-TETRAHYDROMETHYL-4,7-METHANOISOBENZOFURAN-1,3-DIONE",,31307-24-1,31307-24-1,"3A,4,7,7A-TETRAHYDROMETHYL-4,7-METHANOISOBENZOFURAN-1,3-DIONE",,,,,,,177.1520,,,,,,,,,,,,,,,,,,,,,,,"3A,4,7,7A-TETRAHYDROMETHYL-4,7-METHANOISOBENZOFURAN-1,3-DIONE","METHYLBICYCLO(2.2.1)HEPT-5-ENE-2,3-DICARBOXYLIC ANHYDRIDE","METHYLNORBORNENE-2,3-DICARBOXYLIC ACID ANHYDRIDE",,,,,,,,,,,,,,,,,
indirect_additives,TETRAHYDROPHTHALIC ACID,TETRAHYDROPHTHALIC ACID,,88-98-2,88-98-2,TETRAHYDROPHTHALIC ACID,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,TETRAHYDROPHTHALIC ACID,DELTA4-TETRAHYDROPHTHALIC ACID,"1,2,3,6-TETRAHYDROPHTHALIC ACID","4-CYCLOHEXENE-1,2-DICARBOXYLIC ACID, CIS-",,,,,,,,,,,,,,,,
indirect_additives,TETRAHYDROPHTHALIC ANHYDRIDE,TETRAHYDROPHTHALIC ANHYDRIDE,,85-43-8,85-43-8,TETRAHYDROPHTHALIC ANHYDRIDE,,,,,,,177.2280,177.2800,,,,,,,,,,,,,,,,,,,,,,TETRAHYDROPHTHALIC ANHYDRIDE,"1,3-ISOBENZOFURANDIONE, 3A,4,7,7A-TETRAHYDRO-","3A,4,7,7A-TETRAHYDRO-1,3-ISOBENZOFURANDIONE","1,4-CYCLOHEXENE-1,2-DICARBOXYLIC ANHYDRIDE","1,2,3,6-TETRAHYDROPHTHALIC ACID ANHYDRIDE","1,2,3,6-TETRAHYDROPHTHALIC ANHYDRIDE",,,,,,,,,,,,,,
indirect_additives,"TETRAKIS(2,4-DI-TERT-BUTYLPHENYL) 4,4'-BIPHENYLENEDIPHOSPHONITE","TETRAKIS(2,4-DI-TERT-BUTYLPHENYL) 4,4'-BIPHENYLENEDIPHOSPHONITE",,38613-77-3,38613-77-3,"TETRAKIS(2,4-DI-TERT-BUTYLPHENYL) 4,4'-BIPHENYLENEDIPHOSPHONITE",,,,,,,178.2010,,,,,,,,,,,,,,,,,,,,,,,"TETRAKIS(2,4-DI-TERT-BUTYLPHENYL) 4,4'-BIPHENYLENEDIPHOSPHONITE","PHOSPHONOUS ACID, (1,1'-BIPHENYL)-4,4'-DIYLBIS-, TETRAKIS(2,4-BIS(1,1-DIMETHYLETHYL)PHENYL) ESTER","TETRAKIS(2,4-BIS(1,1-DIMETHYLETHYL)PHENYL) (1,1'-BIPHENYL)-4,4'-DIYLBIS(PHOSPHONITE)","4,4'-BIPHENYLENEBIS(O,O-BIS(2,4-DI-TERT-BUTYLPHENYL) PHOSPHONITE)",,,,,,,,,,,,,,,,
indirect_additives,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE,,55566-30-8,55566-30-8,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE,,,,,,,176.300,,,,,,,,,,,,,,,,,,,,,,,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE,BIS(TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM) SULFATE,"PHOSPHONIUM, TETRAKIS(HYDROXYMETHYL)-, SULFATE (2:1) (SALT)",OCTAKIS(HYDROXYMETHYL)DIPHOSPHONIUM SULFATE,,,,,,,,,,,,,,,,
indirect_additives,"N,N,N',N'-TETRAKIS(2-HYDROXYPROPYL)ETHYLENEDIAMINE",EDETOL,,102-60-3,102-60-3,"N,N,N',N'-TETRAKIS(2-HYDROXYPROPYL)ETHYLENEDIAMINE",,,,,,,177.1680,,,,,,,,,,,,,,,,,,,,,,,EDETOL,"2-PROPANOL, 1,1',1'',1'''-(1,2-ETHANEDIYLDINITRILO)TETRAKIS-","1,1',1'',1'''-(1,2-ETHANEDIYLDINITRILO)TETRAKIS(2-PROPANOL)","2-PROPANOL, 1,1',1'',1'''-(ETHYLENEDINITRILO)TETRA-","1,1',1'',1'''-(ETHYLENEDINITRILO)TETRA(2-PROPANOL)","N,N,N',N'-TETRA(2-HYDROXYPROPYL)ETHYLENEDIAMINE","N,N,N',N'-TETRAKIS(BETA-HYDROXYPROPYL)ETHYLENEDIAMINE","1,1',1'',1'''-(ETHYLENEDINITRILO)TETRAKIS(2-PROPANOL)",TETRAKIS(2-HYDROXYPROPYL)ETHYLENEDIAMINE,"N,N,N',N'-TETRAKIS(2-HYDROXYPROPYL)ETHYLENEDIAMINE",,,,,,,,,,
indirect_additives,"ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)(1 MOL)",OCTOXYNOL 1,,2315-67-5,2315-67-5,"ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)(1 MOL)",,,,,,,172.710,175.105,,,,,,,,,,,,,,,,,,,,,,OCTOXYNOL 1,"2-(4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOXY)ETHANOL","ETHANOL, 2-(4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOXY)-","ETHANOL, 2-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENOXY)-","2-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENOXY)ETHANOL","ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENOXY)ETHANOL",,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)(GREATER THAN 1 MOL)",OCTOXYNOL,,9002-93-1,9002-93-1,"ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)(GREATER THAN 1 MOL)",,,,,,,172.710,176.180,176.210,177.1680,,,,,,,,,,,,,,,,,,,,OCTOXYNOL,PEG 4-ISOOCTYLPHENYL ETHER,"4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL, ETHOXYLATED",4-TERT-OCTYLPHENYL PEG ETHER,"4-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL HYDROXYPOLY(OXYETHYLENE)","ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)",PEG 4-TERT-OCTYLPHENYL ETHER,"POLY(OXY-1,2-ETHANEDIYL), ALPHA-(4-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXY-","GLYCOLS, POLYETHYLENE, MONO(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL) ETHER","PHENOL, P-(1,1,3,3-TETRAMETHYLBUTYL)-, MONOETHER WITH POLYETHYLENE GLYCOL","ALPHA-(4-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)","POLYETHYLENE GLYCOL MONO(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL) ETHER",PEG P-TERT-OCTYLPHENYL ETHER,"PEG (P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL) ETHER",,,,,,
indirect_additives,TETRAMETHYLDECANEDIOL,TETRAMETHYLDECANEDIOL,,1322-75-4,1322-75-4,TETRAMETHYLDECANEDIOL,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,TETRAMETHYLDECANEDIOL,"DECANEDIOL, TETRAMETHYL-",TETRAMETHYL DECANEDIOL,,,,,,,,,,,,,,,,,
indirect_additives,TETRAMETHYLDECYNEDIOL,TETRAMETHYLDECYNEDIOL,,1333-17-1,1333-17-1,TETRAMETHYLDECYNEDIOL,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,TETRAMETHYLDECYNEDIOL,"DECYNEDIOL, TETRAMETHYL-",TETRAMETHYL DECYNEDIOL,,,,,,,,,,,,,,,,,
indirect_additives,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL","2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL",,126-86-3,126-86-3,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL",,,,,,,175.300,,,,,,,,,,,,,,,,,,,,,,,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL","5-DECYNE-4,7-DIOL, 2,4,7,9-TETRAMETHYL-",,,,,,,,,,,,,,,,,,
indirect_additives,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL ETHYLENE OXIDE ADDUCT","2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL ETHYLENE OXIDE ADDUCT",,9014-85-1,9014-85-1,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL ETHYLENE OXIDE ADDUCT",,,,,,,175.300,,,,,,,,,,,,,,,,,,,,,,,"2,4,7,9-TETRAMETHYL-5-DECYNE-4,7-DIOL ETHYLENE OXIDE ADDUCT","ALPHA,ALPHA'-(1,4-DIMETHYL-1,4-BIS(2-METHYLPROPYL)-2-BUTYNE-1,4-DIYL)BIS(OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL))","POLY(OXY-1,2-ETHANEDIYL), ALPHA,ALPHA'-(1,4-DIMETHYL-1,4-BIS(2-METHYLPROPYL)-2-BUTYNE-1,4-DIYL)BIS(OMEGA-HYDROXY-",,,,,,,,,,,,,,,,,
indirect_additives,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE","N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE",,110-18-9,110-18-9,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE",,,,,,,176.170,,,,,,,,,,,,,,,,,,,,,,,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE","ETHYLENEDIAMINE, N,N,N',N'-TETRAMETHYL-","N,N,N',N'-TETRAMETHYL-1,2-ETHANEDIAMINE",TETRAMETHYLETHYLENEDIAMINE,"1,2-ETHANEDIAMINE, N,N,N',N'-TETRAMETHYL-","1,2-BIS(DIMETHYLAMINO)ETHANE",,,,,,,,,,,,,,
indirect_additives,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-BIS-(2-CHLOROETHYL) ETHER COPOLYMER","POLY(N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-CO-BIS(2-CHLOROETHYL) ETHER)",,31075-24-8,31075-24-8,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-BIS-(2-CHLOROETHYL) ETHER COPOLYMER",,,,,,,176.170,,,,,,,,,,,,,,,,,,,,,,,"POLY(N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-CO-BIS(2-CHLOROETHYL) ETHER)","ETHYLENEDIAMINE, N,N,N',N'-TETRAMETHYL-, POLYMER WITH BIS(2-CHLOROETHYL) ETHER","N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-BIS(2-CHLOROETHYL) ETHER COPOLYMER","POLY(N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE-CO-1,1'-OXYBIS(2-CHLOROETHANE))","1,2-ETHANEDIAMINE, N,N,N',N'-TETRAMETHYL-, POLYMER WITH 1,1'-OXYBIS(2-CHLOROETHANE)",,,,,,,,,,,,,,,
indirect_additives,"(1,1,4,4-TETRAMETHYLTETRAMETHYLENE)BIS(TERT-BUTYL PEROXIDE)","(1,1,4,4-TETRAMETHYLTETRAMETHYLENE)BIS(TERT-BUTYL PEROXIDE)",,78-63-7,78-63-7,"(1,1,4,4-TETRAMETHYLTETRAMETHYLENE)BIS(TERT-BUTYL PEROXIDE)",,,,,,,177.1520,177.2600,,,,,,,,,,,,,,,,,,,,,,"(1,1,4,4-TETRAMETHYLTETRAMETHYLENE)BIS(TERT-BUTYL PEROXIDE)","(1,1,4,4-TETRAMETHYL-1,4-BUTANEDIYL)BIS((1,1-DIMETHYLETHYL) PEROXIDE)","PEROXIDE, (1,1,4,4-TETRAMETHYLTETRAMETHYLENE)BIS(TERT-BUTYL","PEROXIDE, (1,1,4,4-TETRAMETHYL-1,4-BUTANEDIYL)BIS(((1,1-DIMETHYLETHYL)","2,5-DIMETHYL-2,5-DI(TERT-BUTYLPEROXY)HEXANE","2,5-DIMETHYL-2,5-BIS(TERT-BUTYLPEROXY)HEXANE","2,5-BIS(TERT-BUTYLPEROXY)-2,5-DIMETHYLHEXANE",,,,,,,,,,,,,
indirect_additives,TETRAMETHYLTETRAVINYLCYCLOTETRASILOXANE,"2,4,6,8-TETRAMETHYL-2,4,6,8-TETRAVINYLCYCLOTETRASILOXANE",,2554-06-5,2554-06-5,TETRAMETHYLTETRAVINYLCYCLOTETRASILOXANE,,,,,,,175.320,,,,,,,,,,,,,,,,,,,,,,,"2,4,6,8-TETRAMETHYL-2,4,6,8-TETRAVINYLCYCLOTETRASILOXANE","CYCLOTETRASILOXANE, 2,4,6,8-TETRAETHENYL-2,4,6,8-TETRAMETHYL-","CYCLOTETRASILOXANE, 2,4,6,8-TETRAMETHYL-2,4,6,8-TETRAVINYL-",TETRAMETHYLTETRAVINYLCYCLOTETRASILOXANE,"1,3,5,7-TETRAMETHYL-1,3,5,7-TETRAVINYLCYCLOTETRASILOXANE","2,4,6,8-TETRAETHENYL-2,4,6,8-TETRAMETHYLCYCLOTETRASILOXANE",,,,,,,,,,,,,,
indirect_additives,TETRAMETHYLTHIURAM MONOSULFIDE,TETRAMETHYLTHIURAM MONOSULFIDE,,97-74-5,97-74-5,TETRAMETHYLTHIURAM MONOSULFIDE,,,,,,,175.105,177.2600,,,,,,,,,,,,,,,,,,,,,,TETRAMETHYLTHIURAM MONOSULFIDE,BIS(DIMETHYLTHIOCARBAMOYL) SULFIDE,TETRAMETHYLTHIURAMIDE SULFIDE,"SULFIDE, BIS(DIMETHYLTHIOCARBAMOYL)","THIODICARBONIC DIAMIDE (((H2N)C(S))2S), TETRAMETHYL-",TETRAMETHYLTHIODICARBONIC ACID (((H2N)C(S))2S),TMTM,,,,,,,,,,,,,
indirect_additives,META-TETRAMETHYLXYLENE DIISOCYANATE,"1,3-BIS(1-ISOCYANATO-1-METHYLETHYL)BENZENE",,2778-42-9,2778-42-9,META-TETRAMETHYLXYLENE DIISOCYANATE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,"1,3-BIS(1-ISOCYANATO-1-METHYLETHYL)BENZENE","ALPHA,ALPHA,ALPHA',ALPHA'-TETRAMETHYL-M-XYLYLENE DIISOCYANATE","BENZENE, 1,3-BIS(1-ISOCYANATO-1-METHYLETHYL)-","ISOCYANIC ACID, ALPHA,ALPHA,ALPHA',ALPHA'-TETRAMETHYL-M-XYLYLENE ESTER","PHENYLENEDIISOPROPYLIDENE DIISOCYANATE, M-","TETRAMETHYLXYLYLENE DIISOCYANATE, M-",,,,,,,,,,,,,,
indirect_additives,TETRAPROPYLENE,TETRAPROPYLENE,,6842-15-5,6842-15-5,TETRAPROPYLENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TETRAPROPYLENE,PROPYLENE TETRAMER,,,,,,,,,,,,,,,,,,
indirect_additives,"TETRASODIUM N-(1,2-DICARBOXYETHYL)-N-OCTADECYLSULFOSUCCINAMATE","TETRASODIUM N-(1,2-DICARBOXYETHYL)-N-OCTADECYLSULFOSUCCINAMATE",,3401-73-8,3401-73-8,"TETRASODIUM N-(1,2-DICARBOXYETHYL)-N-OCTADECYLSULFOSUCCINAMATE",,,,,,,175.105,176.170,176.180,178.3400,,,,,,,,,,,,,,,,,,,,"TETRASODIUM N-(1,2-DICARBOXYETHYL)-N-OCTADECYLSULFOSUCCINAMATE",AEROSOL 22,"ASPARTIC ACID, N-(3-CARBOXYSULFOPROPIONYL)-N-OCTADECYL-, TETRASODIUM SALT, L-",DECYL TETRASODIUM SULFOSUCCINAMATE,"L-ASPARTIC ACID, N-(3-CARBOXY-1-OXOSULFOPROPYL)-N-OCTADECYL-, TETRASODIUM SALT",TETRASODIUM N-(3-CARBOXY-1-OXOSULFOPROPYL)-N-OCTADDECYL-L-ASPARTATE,TETRASODIUM N-(3-CARBOXYSULFOPROPIONYL)-N-OCTADECYL-L-ASPARTATE,,,,,,,,,,,,,
indirect_additives,TEXTRYL,TEXTRYL,,977116-35-0,977116-35-0,TEXTRYL,,,,,,,177.1850,,,,,,,,,,,,,,,,,,,,,,,TEXTRYL,,,,,,,,,,,,,,,,,,,
indirect_additives,"4,4'-THIOBIS(6-TERT-BUTYL-M-CRESOL)","4,4'-THIOBIS(6-TERT-BUTYL-M-CRESOL)",,96-69-5,96-69-5,"4,4'-THIOBIS(6-TERT-BUTYL-M-CRESOL)",,,,,,,175.105,177.2600,178.2010,,,,,,,,,,,,,,,,,,,,,"4,4'-THIOBIS(6-TERT-BUTYL-M-CRESOL)","M-CRESOL, 4,4'-THIOBIS(6-TERT-BUTYL-","PHENOL, 4,4'-THIOBIS(2-(1,1-DIMETHYLETHYL)-5-METHYL-","4,4'-THIOBIS(2-(1,1-DIMETHYLETHYL)-5-METHYLPHENOL",,,,,,,,,,,,,,,,
indirect_additives,2-(THIOCYANOMETHYLTHIO) BENZOTHIAZOLE,TCMTB,,21564-17-0,21564-17-0,2-(THIOCYANOMETHYLTHIO) BENZOTHIAZOLE,,,,,,,176.300,,,,,,,,,,,,,,,,,,,,,,,TCMTB,2-(THIOCYANOMETHYLTHIO)BENZOTHIAZOLE,(2-BENZOTHIAZOLYLTHIO)METHYL THIOCYANATE,,,,,,,,,,,,,,,,,
indirect_additives,THIODIPROPIONIC ACID,THIODIPROPIONIC ACID,,111-17-1,111-17-1,THIODIPROPIONIC ACID,,,,,,,175.300,177.1010,178.2010,181.24,182.3109,,,,,,,,,,,,,,,,,,,THIODIPROPIONIC ACID,"3,3'-THIODIPROPIONIC ACID","PROPANOIC ACID, 3,3'-THIOBIS-","3,3'-THIOBIS(PROPANOIC ACID)","PROPIONIC ACID, 3,3'-THIODI-","DIETHYL SULFIDE 2,2'-DICARBOXYLIC ACID",4-THIAHEPTANEDIOIC ACID,THIAHYDRACRYLIC ACID,"BETA,BETA'-THIODIPROPIONIC ACID",,,,,,,,,,,
indirect_additives,"THIOETHYLENE GLYCOL BIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)","THIOETHYLENE GLYCOL BIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)",,41484-35-9,41484-35-9,"THIOETHYLENE GLYCOL BIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)",,,,,,,175.105,178.2010,178.3570,,,,,,,,,,,,,,,,,,,,,"THIOETHYLENE GLYCOL BIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)","BENZENEPROPANOIC ACID, 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXY-, THIODI-2,1-ETHANEDIYL ESTER","BIS((3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONYL-2-OXOETHYL) SULFIDE","BIS(2-(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONYLOXY)ETHYL) SULFIDE","THIODIETHYLENE BIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)","THIODI-2,1-ETHANEDIYL 3,5-BIS((1,1-DIMETHYLETHYL)-4-HYDROXYBENZENEPROPANOATE)","THIODIETHYLENE GLYCOL BIS(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)","THIODI(2,1-ETHANEDIYL) BIS(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)","2,2'-THIODIETHYLENE BIS(3-(3,5-DI-TERT-BUTYL--4-HYDROXYPHENYL)PROPIONATE)","2,2'-THIODIETHYLENE BIS(3-(3,5-DI-TERT-BUTYL--4-HYDROXYHYDROCINNAMATE))","3-THIA-1,5-PENTANEDIOL BIS(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)",,,,,,,,,
indirect_additives,"2,2'-(2,5-THIOPHENEDIYL)-BIS (5-TERT-BUTYLBENZOXAZOLE)","2,5-BIS(5-TERT-BUTYL-2-BENZOXAZOLYL)THIOPHENE",,7128-64-5,7128-64-5,"2,2'-(2,5-THIOPHENEDIYL)-BIS (5-TERT-BUTYLBENZOXAZOLE)",,,,,,,175.105,175.125,178.3297,,,,,,,,,,,,,,,,,,,,,"2,5-BIS(5-TERT-BUTYL-2-BENZOXAZOLYL)THIOPHENE",,,,,,,,,,,,,,,,,,,
indirect_additives,THIRAM,THIRAM,,137-26-8,137-26-8,THIRAM,,,,,,,175.105,177.2600,,,,,,,,,,,,,,,,,,,,,,THIRAM,TETRAMETHYLTHIURAM DISULFIDE,TMTD,THIURAM,"DISULFIDE, BIS(DIMETHYLTHIOCARBAMOYL)",BIS(DIMETHYLTHIOCARBAMOYL) DISULFIDE,"THIOPEROXYDICARBONIC DIAMIDE (((H2N)C(S))2S2), TETRAMETHYL-",TETRAMETHYLTHIOPEROXYDICARBONIC DIAMIDE,,,,,,,,,,,,
indirect_additives,THYMOL,THYMOL,,89-83-8,89-83-8,THYMOL,,,,,,,172.515,175.105,,,,,,,,,,,,,,,,,,,,,,THYMOL,"CYMEN-3-OL, P-","CYMOPHENOL, ALPHA-",THYME CAMPHOR,"THYMOL, M-",1-METHYL-3-HYDROXY-4-ISOPROPYLBENZENE,2-ISOPROPYL-5-METHYLPHENOL,3-HYDROXY-P-CYMENE,3-METHYL-6-ISOPROPYLPHENOL,3-P-CYMENOL,5-METHYL-2-(1-METHYLETHYL)PHENOL,5-METHYL-2-ISOPROPYLPHENOL,6-ISOPROPYL-M-CRESOL,"PHENOL, 5-METHYL-2-(1-METHYLETHYL)-",2-HYDROXY-1-ISOPROPYL-4-METHYLBENZENE,6-ISOPROPYL-3-METHYLPHENOL,,,,
indirect_additives,TIN-ZINC STEARATE,TIN ZINC STEARATE,,977037-39-0,977037-39-0,TIN-ZINC STEARATE,,,,,,,177.1210,,,,,,,,,,,,,,,,,,,,,,,TIN ZINC STEARATE,TIN ZINC OCTADECANOATE,,,,,,,,,,,,,,,,,,
indirect_additives,TITANIUM DIOXIDE,TITANIUM DIOXIDE,,13463-67-7,13463-67-7,TITANIUM DIOXIDE,73.1575,73.2575,73.3126,73.350,73.575,,175.105,175.210,175.300,175.380,175.390,176.170,177.1200,177.1210,177.1350,177.1400,177.1460,177.1650,177.1680,177.2260,177.2600,177.2800,178.3297,181.30,,,,,,TITANIUM DIOXIDE,TITANIUM PEROXIDE,TITANIUM OXIDE (TIO2),C.I. PIGMENT WHITE 6,TITANIUM(IV) OXIDE,PIGMENT WHITE 6,C.I. 77891,,,,,,,,,,,,,
indirect_additives,TITANIUM DIOXIDE-BARIUM SULFATE,TITANIUM DIOXIDE-BARIUM SULFATE,,8000-91-7,8000-91-7,TITANIUM DIOXIDE-BARIUM SULFATE,,,,,,,175.105,176.170,178.3297,,,,,,,,,,,,,,,,,,,,,TITANIUM DIOXIDE-BARIUM SULFATE,"SULFURIC ACID, BARIUM SALT (1:1), MIXT. WITH TITANIUM OXIDE (TIO2)",,,,,,,,,,,,,,,,,,
indirect_additives,TITANIUM DIOXIDE-CALCIUM SULFATE,TITANIUM DIOXIDE-CALCIUM SULFATE,,8000-92-8,8000-92-8,TITANIUM DIOXIDE-CALCIUM SULFATE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,TITANIUM DIOXIDE-CALCIUM SULFATE,"SULFURIC ACID, CALCIUM SALT (1:1), MIXT. WITH TITANIUM OXIDE (TIO2)",,,,,,,,,,,,,,,,,,
indirect_additives,TITANIUM DIOXIDE-MAGNESIUM SILICATE,TITANIUM DIOXIDE-MAGNESIUM SILICATE,,8049-04-5,8049-04-5,TITANIUM DIOXIDE-MAGNESIUM SILICATE,,,,,,,175.105,176.170,178.3297,,,,,,,,,,,,,,,,,,,,,TITANIUM DIOXIDE-MAGNESIUM SILICATE,,,,,,,,,,,,,,,,,,,
indirect_additives,TITANIUM TETRAISOPROPYLATE,TITANIUM TETRAISOPROPYLATE,,546-68-9,546-68-9,TITANIUM TETRAISOPROPYLATE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,TITANIUM TETRAISOPROPYLATE,ISOPROPYL TITANATE(IV),"ISOPROPYL ALCOHOL, TITANIUM(4+) SALT",ISOPROPYL TITANATE,TETRAISOPROPYL TITANATE,TITANIUM TETRAISOPROPOXIDE,TITANIUM(4+) 2-PROPANOATE,TITANIUM ISOPROPOXIDE,TETRAISOPROPANOLATOTITANIUM,TETRAISOPROPOXYTITANIUM,TETRAISOPROPYL ORTHOTITANATE,TETRAKIS(ISOPROPOXY)TITANIUM,TETRAKIS(1-METHYLETHOXY)TITANIUM,TITANIUM(4+) ISOPROPYLATE,"2-PROPANOL, TITANIUM(4+) SALT",,,,,
indirect_additives,TOLUENE,TOLUENE,,108-88-3,108-88-3,TOLUENE,,,,,,,172.723,175.105,175.320,176.180,177.1010,177.1200,177.1440,177.1580,177.1585,177.1650,177.2460,177.2600,178.3010,,,,,,,,,,,TOLUENE,TOLUOL,METHYLBENZENE,"BENZENE, METHYL-",METHYLBENZOL,PHENYLMETHANE,,,,,,,,,,,,,,
