_inventory,_substance,_other_names,_use,_cas,CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
food_substances,ACAI BERRY EXTRACT,"&diams; ACAI BERRY EXTRACT; &diams; euterpe oleracea, ext.",FLAVORING AGENT OR ADJUVANT,879496-95-4,879496-95-4,ACAI BERRY EXTRACT,"&diams; ACAI BERRY EXTRACT; &diams; euterpe oleracea, ext.",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547,24,,,
food_substances,ACESULFAME POTASSIUM,"&diams; POTASSIUM ACESULFAME; &diams; ACESULFAME K; &diams; POTASSIUM 6-METHYL-1,2,3-OXATHIAZIN-4(3H)-ONE 2,2-DIOXIDE; &diams; ACESULFAME POTASSIUM; &diams; 1,2,3-OXATHIAZIN-4(3H)-ONE, 6-METHYL-, 2,2-DIOXIDE, POTASSIUM SALT; &diams; ACESULFAME-K; &diams; ACESULFAM-K",NON-NUTRITIVE SWEETENER,55589-62-3,55589-62-3,ACESULFAME POTASSIUM,"&diams; POTASSIUM ACESULFAME; &diams; ACESULFAME K; &diams; POTASSIUM 6-METHYL-1,2,3-OXATHIAZIN-4(3H)-ONE 2,2-DIOXIDE; &diams; ACESULFAME POTASSIUM; &diams; 1,2,3-OXATHIAZIN-4(3H)-ONE, 6-METHYL-, 2,2-DIOXIDE, POTASSIUM SALT; &diams; ACESULFAME-K; &diams; ACESULFAM-K",NON-NUTRITIVE SWEETENER,,,,,,,172.800,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACETAL,"&diams; ACETAL; &diams; 1,1-DIETHOXYETHANE; &diams; DIETHYL ACETAL ACETALDEHYDE; &diams; ACETALDEHYDE DIETHYL ACETAL; &diams; ETHYLIDENE DIETHYL ETHER; &diams; ETHANE, 1,1-DIETHOXY-; &diams; ACETALDEHYDE, DIETHYL ACETAL","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",105-57-7,105-57-7,ACETAL,"&diams; ACETAL; &diams; 1,1-DIETHOXYETHANE; &diams; DIETHYL ACETAL ACETALDEHYDE; &diams; ACETALDEHYDE DIETHYL ACETAL; &diams; ETHYLIDENE DIETHYL ETHER; &diams; ETHANE, 1,1-DIETHOXY-; &diams; ACETALDEHYDE, DIETHYL ACETAL","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2002,3,,,941
food_substances,ACETALDEHYDE,&diams; ACETALDEHYDE; &diams; ACETIC ALDEHYDE; &diams; ETHANAL; &diams; ACETIC ETHANOL; &diams; ETHYL ALDEHYDE,FLAVORING AGENT OR ADJUVANT,75-07-0,75-07-0,ACETALDEHYDE,&diams; ACETALDEHYDE; &diams; ACETIC ALDEHYDE; &diams; ETHANAL; &diams; ACETIC ETHANOL; &diams; ETHYL ALDEHYDE,FLAVORING AGENT OR ADJUVANT,,,,,,,177.2410,182.60,,,,,,,,,,,,,,,,,,,,,2003,3,25,,80
food_substances,"ACETALDEHYDE, BUTYL PHENETHYL ACETAL","&diams; ACETALDEHYDE BUTYL PHENETHYL ACETAL; &diams; BENZENE, (2-(1-BUTOXYETHOXY)ETHYL)-; &diams; (2-(1-BUTOXYETHOXY)ETHYL)BENZENE; &diams; 2-BUTOXY-2-PHENYLETHOXYETHANE",FLAVORING AGENT OR ADJUVANT,64577-91-9,64577-91-9,"ACETALDEHYDE, BUTYL PHENETHYL ACETAL","&diams; ACETALDEHYDE BUTYL PHENETHYL ACETAL; &diams; BENZENE, (2-(1-BUTOXYETHOXY)ETHYL)-; &diams; (2-(1-BUTOXYETHOXY)ETHYL)BENZENE; &diams; 2-BUTOXY-2-PHENYLETHOXYETHANE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125,4,,,1001
food_substances,ACETALDEHYDE DI-CIS-3-HEXENYL ACETAL,"&diams; ACETALDEHYDE DI-CIS-3-HEXENYL ACETAL; &diams; 3-hexene, 1,1'-(ethylidenebis(oxy))bis-, (3Z,3'Z)-; &diams; 1,1'-(ethylidenebis(oxy))bis(3-hexene), (3Z,3'Z)-; &diams; 1,1'-(ethylidenebis(oxy))bis(3-hexene), (Z,Z)-; &diams; InChI=1S/C14H26O2/c1-4-6-8-10-12-15-14(3)16-13-11-9-7-5-2/h6-9,14H,4-5,10-13H2,1-3H3/b8-6-,9-7-; &diams; InChIKey: KCPFRJBAXWUXIG-VRHVFUOLSA-N",FLAVORING AGENT OR ADJUVANT,63449-64-9,63449-64-9,ACETALDEHYDE DI-CIS-3-HEXENYL ACETAL,"&diams; ACETALDEHYDE DI-CIS-3-HEXENYL ACETAL; &diams; 3-hexene, 1,1'-(ethylidenebis(oxy))bis-, (3Z,3'Z)-; &diams; 1,1'-(ethylidenebis(oxy))bis(3-hexene), (3Z,3'Z)-; &diams; 1,1'-(ethylidenebis(oxy))bis(3-hexene), (Z,Z)-; &diams; InChI=1S/C14H26O2/c1-4-6-8-10-12-15-14(3)16-13-11-9-7-5-2/h6-9,14H,4-5,10-13H2,1-3H3/b8-6-,9-7-; &diams; InChIKey: KCPFRJBAXWUXIG-VRHVFUOLSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,23,,,1747
food_substances,ACETALDEHYDE DIISOAMYL ACETAL,"&diams; ACETALDEHYDE DIISOAMYL ACETAL; &diams; butane, 1,1'-(ethylidenebis(oxy))bis(3-methyl-; &diams; acetaldehyde, diisopentyl acetal; &diams; 1,1-bis(isopentyloxy)ethane; &diams; 3-methyl-1-(1-(3-methylbutoxy)ethoxy)butane",FLAVORING AGENT OR ADJUVANT,13002-09-0,13002-09-0,ACETALDEHYDE DIISOAMYL ACETAL,"&diams; ACETALDEHYDE DIISOAMYL ACETAL; &diams; butane, 1,1'-(ethylidenebis(oxy))bis(3-methyl-; &diams; acetaldehyde, diisopentyl acetal; &diams; 1,1-bis(isopentyloxy)ethane; &diams; 3-methyl-1-(1-(3-methylbutoxy)ethoxy)butane",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024,21,,,1729
food_substances,ACETALDEHYDE DI-ISOBUTYLACETAL,"&diams; ACETALDEHYDE DI-ISOBUTYLACETAL; &diams; propane,1,1'-(ethylidenebis(oxy))bis(2-methyl-; &diams; 1,1'-(ethylidenebis(oxy))bis(2-methylpropane); &diams; acetaldehyde, diisobutyl acetal; &diams; ethane,1,1-diisobutoxy-; &diams; 1,1-diisobutoxyethane; &diams; InChI=1S/C10H22O2/c1-8(2)6-11-10(5)12-7-9(3)4/h8-10H,6-7H2,1-5H3; &diams; InChIKey: KIELJSVPUISYCI-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,5669-09-0,5669-09-0,ACETALDEHYDE DI-ISOBUTYLACETAL,"&diams; ACETALDEHYDE DI-ISOBUTYLACETAL; &diams; propane,1,1'-(ethylidenebis(oxy))bis(2-methyl-; &diams; 1,1'-(ethylidenebis(oxy))bis(2-methylpropane); &diams; acetaldehyde, diisobutyl acetal; &diams; ethane,1,1-diisobutoxy-; &diams; 1,1-diisobutoxyethane; &diams; InChI=1S/C10H22O2/c1-8(2)6-11-10(5)12-7-9(3)4/h8-10H,6-7H2,1-5H3; &diams; InChIKey: KIELJSVPUISYCI-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4527,24,,,
food_substances,ACETALDEHYDE ETHYL CIS-3-HEXENYL ACETAL,"&diams; ACETALDEHYDE ETHYL CIS-3-HEXENYL ACETAL; &diams; ACETALDEHYDE, ETHYL 3-HEXENYL ACETAL, (Z)-; &diams; ETHYL CIS-3-HEXENYL ACETAL; &diams; ETHANE, 1-ETHOXY-1-(3-HEXENYLOXY)-, (Z)-; &diams; 3-HEXENE, 1-(1-ETHOXYETHOXY)-, (Z)-; &diams; 1-(1-ETHOXYETHOXY)-3-HEXENE, (Z)-; &diams; 1-ETHOXY-1-(3-HEXENYLOXY)ETHANE, (Z)-",FLAVORING AGENT OR ADJUVANT,28069-74-1,28069-74-1,ACETALDEHYDE ETHYL CIS-3-HEXENYL ACETAL,"&diams; ACETALDEHYDE ETHYL CIS-3-HEXENYL ACETAL; &diams; ACETALDEHYDE, ETHYL 3-HEXENYL ACETAL, (Z)-; &diams; ETHYL CIS-3-HEXENYL ACETAL; &diams; ETHANE, 1-ETHOXY-1-(3-HEXENYLOXY)-, (Z)-; &diams; 3-HEXENE, 1-(1-ETHOXYETHOXY)-, (Z)-; &diams; 1-(1-ETHOXYETHOXY)-3-HEXENE, (Z)-; &diams; 1-ETHOXY-1-(3-HEXENYLOXY)ETHANE, (Z)-",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775,16,,,943
food_substances,ACETALDEHYDE ETHYL ISOBUTYL ACETAL,"&diams; ACETALDEHYDE ETHYL ISOBUTYL ACETAL; &diams; propane, 1-(1-ethoxyethoxy)-2-methyl-; &diams; 1-(1-ethoxyethoxy)-2-methylpropane; &diams; acetaldehyde, ethyl isobutyl acetal; &diams; ethane, 1-ethoxy-1-isobutoxy-; &diams; 1-ethoxy-1-isobutoxyethane; &diams; InChI=1S/C8H18O2/c1-5-9-8(4)10-6-7(2)3/h7-8H,5-6H2,1-4H3; &diams; InChIKey: YEKSEJHZJGHKBN-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,6986-51-2,6986-51-2,ACETALDEHYDE ETHYL ISOBUTYL ACETAL,"&diams; ACETALDEHYDE ETHYL ISOBUTYL ACETAL; &diams; propane, 1-(1-ethoxyethoxy)-2-methyl-; &diams; 1-(1-ethoxyethoxy)-2-methylpropane; &diams; acetaldehyde, ethyl isobutyl acetal; &diams; ethane, 1-ethoxy-1-isobutoxy-; &diams; 1-ethoxy-1-isobutoxyethane; &diams; InChI=1S/C8H18O2/c1-5-9-8(4)10-6-7(2)3/h7-8H,5-6H2,1-4H3; &diams; InChIKey: YEKSEJHZJGHKBN-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,24,,,
food_substances,(+/-)-ACETALDEHYDE ETHYL ISOPROPYL ACETAL,"&diams; 2-(1-ETHOXY)ETHOXYPROPANE; &diams; propane, 2-(1-ethoxyethoxy)-; &diams; 2-(1-ethoxyethoxy)propane; &diams; acetaldehyde, ethyl isopropyl acetal; &diams; ethyl isopropyl acetal acetaldehyde; &diams; ethane, 1-ethoxy-1-isopropoxy; &diams; 1-ethoxy-1-isopropoxyethane; &diams; acetaldehyde ethyl isopropyl acetal",FLAVORING AGENT OR ADJUVANT,25334-93-4,25334-93-4,(+/-)-ACETALDEHYDE ETHYL ISOPROPYL ACETAL,"&diams; 2-(1-ETHOXY)ETHOXYPROPANE; &diams; propane, 2-(1-ethoxyethoxy)-; &diams; 2-(1-ethoxyethoxy)propane; &diams; acetaldehyde, ethyl isopropyl acetal; &diams; ethyl isopropyl acetal acetaldehyde; &diams; ethane, 1-ethoxy-1-isopropoxy; &diams; 1-ethoxy-1-isopropoxyethane; &diams; acetaldehyde ethyl isopropyl acetal",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432,24,,,
food_substances,ACETALDEHYDE HEXYL ISOAMYL ACETAL,"&diams; ACETALDEHYDE HEXYL ISOAMYL ACETAL; &diams; hexane, 1-(1-(3-methylbutoxy)ethoxy)-; &diams; 1-(1-(3-methoxybutoxy)ethoxy)hexane",FLAVORING AGENT OR ADJUVANT,233665-90-2,233665-90-2,ACETALDEHYDE HEXYL ISOAMYL ACETAL,"&diams; ACETALDEHYDE HEXYL ISOAMYL ACETAL; &diams; hexane, 1-(1-(3-methylbutoxy)ethoxy)-; &diams; 1-(1-(3-methoxybutoxy)ethoxy)hexane",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4365,23,,,1727
food_substances,"ACETALDEHYDE 1,3-OCTANEDIOL ACETAL","&diams; ACETALDEHYDE 1,3-OCTANEDIOL ACETAL; &diams; InChI=1S/C10H20O2/c1-3-4-5-6-10-7-8-11-9(2)12-10/h9-10H,3-8H2,1-2H3; &diams; InChIKey: NZTUUEJEMACERX-UHFFFAOYSA-N; &diams; 1,3-dioxolane, 2-methyl-4-pentyl-; &diams; 2-methyl-4-pentyl-1,3-dioxolane",FLAVORING AGENT OR ADJUVANT,202188-43-0,202188-43-0,"ACETALDEHYDE 1,3-OCTANEDIOL ACETAL","&diams; ACETALDEHYDE 1,3-OCTANEDIOL ACETAL; &diams; InChI=1S/C10H20O2/c1-3-4-5-6-10-7-8-11-9(2)12-10/h9-10H,3-8H2,1-2H3; &diams; InChIKey: NZTUUEJEMACERX-UHFFFAOYSA-N; &diams; 1,3-dioxolane, 2-methyl-4-pentyl-; &diams; 2-methyl-4-pentyl-1,3-dioxolane",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376,23,,,1749
food_substances,ACETALDEHYDE PHENETHYL PROPYL ACETAL,"&diams; ACETALDEHYDE PHENETHYL PROPYL ACETAL; &diams; ACETAL R; &diams; (2-(1-PROPOXYETHOXY)ETHYL)BENZENE; &diams; BENZENE, (2-(1-PROPOXYETHOXY)ETHYL)-; &diams; ACETALDEHYDE, PHENETHYL PROPYL ACETAL; &diams; PEPITAL; &diams; PROPYL PHENETHYL ACETAL; &diams; PHENETHYL PROPYL ACETAL; &diams; 1-PHENETHOXY-1-PROPOXYETHANE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",7493-57-4,7493-57-4,ACETALDEHYDE PHENETHYL PROPYL ACETAL,"&diams; ACETALDEHYDE PHENETHYL PROPYL ACETAL; &diams; ACETAL R; &diams; (2-(1-PROPOXYETHOXY)ETHYL)BENZENE; &diams; BENZENE, (2-(1-PROPOXYETHOXY)ETHYL)-; &diams; ACETALDEHYDE, PHENETHYL PROPYL ACETAL; &diams; PEPITAL; &diams; PROPYL PHENETHYL ACETAL; &diams; PHENETHYL PROPYL ACETAL; &diams; 1-PHENETHOXY-1-PROPOXYETHANE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2004,3,25,,1000
food_substances,ACETAMIDE--NLFG,"&diams; ACETAMIDE; &diams; ETHANAMIDE; &diams; InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4); &diams; InChIKey: DLFVBJFMPXGRIB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,60-35-5,60-35-5,ACETAMIDE--NLFG,"&diams; ACETAMIDE; &diams; ETHANAMIDE; &diams; InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4); &diams; InChIKey: DLFVBJFMPXGRIB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLFG-4251,22,24,"No longer FEMA GRAS (GRAS Pub. 24, 2009)",
food_substances,ACETANISOLE,"&diams; ACETANISOLE; &diams; 4'-METHOXYACETOPHENONE; &diams; METHOXYACETOPHENONE, P-; &diams; ACETYLANISOLE, P-; &diams; METHYL 4-METHOXYPHENYL KETONE; &diams; NOVATONE; &diams; 4-ACETYLANISOLE; &diams; ETHANONE, 1-(4-METHOXYPHENYL)-; &diams; 1-(4-METHOXYPHENYL)ETHANONE; &diams; ACETOPHENONE, 4'-METHOXY-; &diams; ANISYL, P-, METHYL KETONE",FLAVORING AGENT OR ADJUVANT,100-06-1,100-06-1,ACETANISOLE,"&diams; ACETANISOLE; &diams; 4'-METHOXYACETOPHENONE; &diams; METHOXYACETOPHENONE, P-; &diams; ACETYLANISOLE, P-; &diams; METHYL 4-METHOXYPHENYL KETONE; &diams; NOVATONE; &diams; 4-ACETYLANISOLE; &diams; ETHANONE, 1-(4-METHOXYPHENYL)-; &diams; 1-(4-METHOXYPHENYL)ETHANONE; &diams; ACETOPHENONE, 4'-METHOXY-; &diams; ANISYL, P-, METHYL KETONE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2005,3,25,,810
food_substances,ACETIC ANHYDRIDE,"&diams; ACETIC ANHYDRIDE; &diams; ACETIC ACID ANHYDRIDE; &diams; ACETIC OXIDE; &diams; ACETYL ACETATE; &diams; ACETYL ANHYDRIDE; &diams; ACETYL ETHER; &diams; ACETYL OXIDE; &diams; ETHANOIC ANHYDRIDE; &diams; ACETIC ACID, ANHYDRIDE",FLAVORING AGENT OR ADJUVANT,108-24-7,108-24-7,ACETIC ANHYDRIDE,"&diams; ACETIC ANHYDRIDE; &diams; ACETIC ACID ANHYDRIDE; &diams; ACETIC OXIDE; &diams; ACETYL ACETATE; &diams; ACETYL ANHYDRIDE; &diams; ACETYL ETHER; &diams; ACETYL OXIDE; &diams; ETHANOIC ANHYDRIDE; &diams; ACETIC ACID, ANHYDRIDE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.892,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACETOIN,"&diams; ACETOIN; &diams; ACETYL METHYL CARBINOL; &diams; 3-HYDROXY-2-BUTANONE; &diams; ACETHOIN; &diams; DIMETHYLKETOL; &diams; GAMMA-HYDROXY-BETA-OXOBUTANE; &diams; 2,3-BUTANOLONE; &diams; 2-BUTANONE, 3-HYDROXY-; &diams; 1-HYDROXETHYL METHYL KETONE; &diams; 3-hydroxybutan-2-one, (+-)-; &diams; acetoin, (+-)-; &diams; acetoin, dl-; &diams; acetylmethylmethanol",FLAVORING AGENT OR ADJUVANT,513-86-0,513-86-0,ACETOIN,"&diams; ACETOIN; &diams; ACETYL METHYL CARBINOL; &diams; 3-HYDROXY-2-BUTANONE; &diams; ACETHOIN; &diams; DIMETHYLKETOL; &diams; GAMMA-HYDROXY-BETA-OXOBUTANE; &diams; 2,3-BUTANOLONE; &diams; 2-BUTANONE, 3-HYDROXY-; &diams; 1-HYDROXETHYL METHYL KETONE; &diams; 3-hydroxybutan-2-one, (+-)-; &diams; acetoin, (+-)-; &diams; acetoin, dl-; &diams; acetylmethylmethanol",FLAVORING AGENT OR ADJUVANT,,,,,,,182.60,,,,,,,,,,,,,,,,,,,,,,2008,3,25,,405
food_substances,ACETOIN PROPYLENEGLYCOL KETAL,"&diams; ACETOIN PROPYLENE GLYCOL ACETAL; &diams; 1,3-dioxolane-2-methanol, alpha,2,4-trimethyl-; &diams; alpha,2,4-trimethyl-1,3-dioxolane-2-methanol",FLAVORING AGENT OR ADJUVANT,94089-23-3,94089-23-3,ACETOIN PROPYLENEGLYCOL KETAL,"&diams; ACETOIN PROPYLENE GLYCOL ACETAL; &diams; 1,3-dioxolane-2-methanol, alpha,2,4-trimethyl-; &diams; alpha,2,4-trimethyl-1,3-dioxolane-2-methanol",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532,24,,,2033
food_substances,ALPHA-ACETOLACTATE DECARBOXYLASE ENZYME PREPARATION FROM BACILLUS SUBTILIS RECOMBINANT,"&diams; ACETOLACTATE DECARBOXYLASE, BACILLUS SUBTILIS, RECOMBINANT; &diams; ALPHA-ACETOLACTATE DECARBOXYLASE, BACILLUS SUBTILIS, RECOMBINANT; &diams; BACILLUS SUBTILIS ACETOLACTATE DECARBOXYLASE, RECOMBINANT",ENZYME,977164-02-5,977164-02-5,ALPHA-ACETOLACTATE DECARBOXYLASE ENZYME PREPARATION FROM BACILLUS SUBTILIS RECOMBINANT,"&diams; ACETOLACTATE DECARBOXYLASE, BACILLUS SUBTILIS, RECOMBINANT; &diams; ALPHA-ACETOLACTATE DECARBOXYLASE, BACILLUS SUBTILIS, RECOMBINANT; &diams; BACILLUS SUBTILIS ACETOLACTATE DECARBOXYLASE, RECOMBINANT",ENZYME,,,,,,,173.115,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACETOLEIN,"&diams; DIACETOOLEIN; &diams; GLYCERYL DIACETATE MONOOLEATE; &diams; GLYCERYL MONOOLEATE, DIACETYLATED; &diams; GLYCERYL DIACETATE OLEATE; &diams; OLEODIACETIN; &diams; 9-OCTADECENOIC ACID (Z)-, ESTER WITH 1,2,3-PROPANETRIOL DIACETATE; &diams; ACETIN, OLEODI-; &diams; OLEIN, DIACETO-; &diams; 1,2,3-PROPANETRIYL DIACETATE (Z)-9-OCTADECENOATE; &diams; DIACETYLMONOOLEIN; &diams; DIACETYLOLEOYLGLYCEROL",,28060-90-4,28060-90-4,ACETOLEIN,"&diams; DIACETOOLEIN; &diams; GLYCERYL DIACETATE MONOOLEATE; &diams; GLYCERYL MONOOLEATE, DIACETYLATED; &diams; GLYCERYL DIACETATE OLEATE; &diams; OLEODIACETIN; &diams; 9-OCTADECENOIC ACID (Z)-, ESTER WITH 1,2,3-PROPANETRIOL DIACETATE; &diams; ACETIN, OLEODI-; &diams; OLEIN, DIACETO-; &diams; 1,2,3-PROPANETRIYL DIACETATE (Z)-9-OCTADECENOATE; &diams; DIACETYLMONOOLEIN; &diams; DIACETYLOLEOYLGLYCEROL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ACETONE,&diams; ACETONE; &diams; DIMETHYL KETONE; &diams; BETA-KETOPROPANE; &diams; PYROACETIC ETHER; &diams; 2-OXOPROPANE; &diams; 2-PROPANONE; &diams; METHYL KETONE; &diams; DIMETHYLFORMALDEHYDE,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE,; WASHING OR SURFACE REMOVAL AGENT",67-64-1,67-64-1,ACETONE,&diams; ACETONE; &diams; DIMETHYL KETONE; &diams; BETA-KETOPROPANE; &diams; PYROACETIC ETHER; &diams; 2-OXOPROPANE; &diams; 2-PROPANONE; &diams; METHYL KETONE; &diams; DIMETHYLFORMALDEHYDE,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE,; WASHING OR SURFACE REMOVAL AGENT",73.1,73.30,73.345,73.615,,,173.210,175.105,175.320,176.180,176.300,177.2600,,,,,,,,,,,,,,,,,3326,6,,,139
food_substances,ACETONE PEROXIDES,"&diams; ACETONE PEROXIDES; &diams; 2-PROPANONE, PEROXIDE; &diams; 2-PROPANONE PEROXIDE; &diams; ACETONE PEROXIDE; &diams; TRIACETONE PEROXIDE",,1336-17-0,1336-17-0,ACETONE PEROXIDES,"&diams; ACETONE PEROXIDES; &diams; 2-PROPANONE, PEROXIDE; &diams; 2-PROPANONE PEROXIDE; &diams; ACETONE PEROXIDE; &diams; TRIACETONE PEROXIDE",,,,,,,,172.802,,,,,,,,,,,,,,,,,,,,,137.105,,,,,
food_substances,ACETOPHENONE,"&diams; ACETOPHENONE; &diams; ACETYLBENZENE; &diams; ACETYLBENZOL; &diams; BENZOYLMETHIDE; &diams; HYPNONE; &diams; METHYL PHENYL KETONE; &diams; PHENYL METHYL KETONE; &diams; 1-PHENYLETHANONE; &diams; ETHANONE, 1-PHENYL-","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",98-86-2,98-86-2,ACETOPHENONE,"&diams; ACETOPHENONE; &diams; ACETYLBENZENE; &diams; ACETYLBENZOL; &diams; BENZOYLMETHIDE; &diams; HYPNONE; &diams; METHYL PHENYL KETONE; &diams; PHENYL METHYL KETONE; &diams; 1-PHENYLETHANONE; &diams; ETHANONE, 1-PHENYL-","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2009,3,,,806
food_substances,ACETOSTEARIN,"&diams; ACETOMONOSTEARIN; &diams; OCTDECANOIC ACID, MONOESTER WITH 1,2,3-PROPANETRIOL MONOACETATE; &diams; 1,2,3-PROPANETRIOL MONOACETATE MONOCTADECANOATE; &diams; STEARIN, ACETO-; &diams; GLYCEROL MONOACETATE MONOSTEARATE; &diams; GLYCERYL MONOSTEARATE, MONOACETYLATED; &diams; STEAROMONOACETIN",,27177-85-1,27177-85-1,ACETOSTEARIN,"&diams; ACETOMONOSTEARIN; &diams; OCTDECANOIC ACID, MONOESTER WITH 1,2,3-PROPANETRIOL MONOACETATE; &diams; 1,2,3-PROPANETRIOL MONOACETATE MONOCTADECANOATE; &diams; STEARIN, ACETO-; &diams; GLYCEROL MONOACETATE MONOSTEARATE; &diams; GLYCERYL MONOSTEARATE, MONOACETYLATED; &diams; STEAROMONOACETIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,6-ACETOXYDIHYDROTHEASPIRANE,"&diams; 6-ACETOXYDIHYDROTHEASPIRANE; &diams; 2,6,10,10-TETRAMETHYL-1-OXASPIRO(4.5)DECAN-6-YL ACETATE; &diams; 1-OXASPIRO(4.5)DECAN-6-OL, 2,6,10,10-TETRAMETHYL-, ACETATE",FLAVORING AGENT OR ADJUVANT,72541-09-4,72541-09-4,6-ACETOXYDIHYDROTHEASPIRANE,"&diams; 6-ACETOXYDIHYDROTHEASPIRANE; &diams; 2,6,10,10-TETRAMETHYL-1-OXASPIRO(4.5)DECAN-6-YL ACETATE; &diams; 1-OXASPIRO(4.5)DECAN-6-OL, 2,6,10,10-TETRAMETHYL-, ACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,13,,,1647
food_substances,"4-ACETOXY-2,5-DIMETHYL-3(2H)-FURANONE","&diams; 4-ACETOXY-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 3(2H)-FURANONE, 4-(ACETYLOXY)-2,5-DIMETHYL-; &diams; 3(2H)-FURANONE, 4-HYDROXY-2,5-DIMETHYL-, ACETATE; &diams; 4-(ACETYLOXY)-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 4-HYDROXY-2,5-DIMETHYL-3(2H)-FURANONE ACETATE",FLAVORING AGENT OR ADJUVANT,4166-20-5,4166-20-5,"4-ACETOXY-2,5-DIMETHYL-3(2H)-FURANONE","&diams; 4-ACETOXY-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 3(2H)-FURANONE, 4-(ACETYLOXY)-2,5-DIMETHYL-; &diams; 3(2H)-FURANONE, 4-HYDROXY-2,5-DIMETHYL-, ACETATE; &diams; 4-(ACETYLOXY)-2,5-DIMETHYL-3(2H)-FURANONE; &diams; 4-HYDROXY-2,5-DIMETHYL-3(2H)-FURANONE ACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797,17,,,1456
