_inventory,_substance,_other_names,_use,_cas,CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
food_substances,2-ISOBUTYL-3-METHYLPYRAZINE,"&diams; 2-ISOBUTYL-3-METHYLPYRAZINE; &diams; PYRAZINE, 2-METHYL-3-(2-METHYLPROPYL)-; &diams; PYRAZINE, 2-ISOBUTYL-3-METHYL-; &diams; 2-METHYL-3-ISOBUTYLPYRAZINE; &diams; 2-METHYL-3-(2-METHYLPROPYL)PYRAZINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",13925-06-9,13925-06-9,2-ISOBUTYL-3-METHYLPYRAZINE,"&diams; 2-ISOBUTYL-3-METHYLPYRAZINE; &diams; PYRAZINE, 2-METHYL-3-(2-METHYLPROPYL)-; &diams; PYRAZINE, 2-ISOBUTYL-3-METHYL-; &diams; 2-METHYL-3-ISOBUTYLPYRAZINE; &diams; 2-METHYL-3-(2-METHYLPROPYL)PYRAZINE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133,4,,,773
food_substances,(+/-)-ISOBUTYL 3-METHYLTHIOBUTYRATE,"&diams; ISOBUTYL 3-METHYLTHIOBUTYRATE; &diams; butanoic acid, 3-(methylthio)-, 2-methylpropyl ester; &diams; 2-methylpropyl 3-(methylthio)butanoate",FLAVORING AGENT OR ADJUVANT,127931-21-9,127931-21-9,(+/-)-ISOBUTYL 3-METHYLTHIOBUTYRATE,"&diams; ISOBUTYL 3-METHYLTHIOBUTYRATE; &diams; butanoic acid, 3-(methylthio)-, 2-methylpropyl ester; &diams; 2-methylpropyl 3-(methylthio)butanoate",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,22,,,1677
food_substances,ISOBUTYL PHENYLACETATE,"&diams; ISOBUTYL PHENYLACETATE; &diams; BENZENEACETIC ACID, 2-METHYLPROPYL ESTER; &diams; ACETIC ACID, PHENYL-, ISOBUTYL ESTER; &diams; ISOBUTYL ALPHA-TOLUATE; &diams; 2-METHYLPROPYL PHENYLACETATE; &diams; 2-METHYLPROPYL BENZENEACETATE",FLAVORING AGENT OR ADJUVANT,102-13-6,102-13-6,ISOBUTYL PHENYLACETATE,"&diams; ISOBUTYL PHENYLACETATE; &diams; BENZENEACETIC ACID, 2-METHYLPROPYL ESTER; &diams; ACETIC ACID, PHENYL-, ISOBUTYL ESTER; &diams; ISOBUTYL ALPHA-TOLUATE; &diams; 2-METHYLPROPYL PHENYLACETATE; &diams; 2-METHYLPROPYL BENZENEACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2210,3,,,1013
food_substances,ISOBUTYL PROPIONATE,"&diams; ISOBUTYL PROPIONATE; &diams; ISOBUTYL PROPANOATE; &diams; 2-METHYL-1-PROPYL PROPANOATE; &diams; PROPANOIC ACID, 2-METHYLPROPYL ESTER; &diams; 2-METHYLPROPYL PROPANOATE; &diams; PROPIONIC ACID, ISOBUTYL ESTER",FLAVORING AGENT OR ADJUVANT,540-42-1,540-42-1,ISOBUTYL PROPIONATE,"&diams; ISOBUTYL PROPIONATE; &diams; ISOBUTYL PROPANOATE; &diams; 2-METHYL-1-PROPYL PROPANOATE; &diams; PROPANOIC ACID, 2-METHYLPROPYL ESTER; &diams; 2-METHYLPROPYL PROPANOATE; &diams; PROPIONIC ACID, ISOBUTYL ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2212,3,,,148
food_substances,ISOBUTYL SALICYLATE,"&diams; ISOBUTYL SALICYLATE; &diams; 2-METHYL-1-PROPYL SALICYLATE; &diams; ISOBUTYL O-HYDROXYBENZOATE; &diams; 2-METHYLPROPYL O-HYDROXYBENZOATE; &diams; BENZOIC ACID, 2-HYDROXY-, 2-METHYLPROPYL ESTER; &diams; 2-METHYLPROPYL 2-HYDROXYBENZOATE; &diams; SALICYLIC ACID, ISOBUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",87-19-4,87-19-4,ISOBUTYL SALICYLATE,"&diams; ISOBUTYL SALICYLATE; &diams; 2-METHYL-1-PROPYL SALICYLATE; &diams; ISOBUTYL O-HYDROXYBENZOATE; &diams; 2-METHYLPROPYL O-HYDROXYBENZOATE; &diams; BENZOIC ACID, 2-HYDROXY-, 2-METHYLPROPYL ESTER; &diams; 2-METHYLPROPYL 2-HYDROXYBENZOATE; &diams; SALICYLIC ACID, ISOBUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2213,3,25,,902
food_substances,2-ISOBUTYLTHIAZOLE,"&diams; 2-ISOBUTYLTHIAZOLE; &diams; 2-ISOBUTYL-1,3-THIAZOLE; &diams; THIAZOLE, 2-(2-METHYLPROPYL)-; &diams; 2-(2-METHYLPROPYL)THIAZOLE; &diams; THIAZOLE, 2-ISOBUTYL-",FLAVORING AGENT OR ADJUVANT,18640-74-9,18640-74-9,2-ISOBUTYLTHIAZOLE,"&diams; 2-ISOBUTYLTHIAZOLE; &diams; 2-ISOBUTYL-1,3-THIAZOLE; &diams; THIAZOLE, 2-(2-METHYLPROPYL)-; &diams; 2-(2-METHYLPROPYL)THIAZOLE; &diams; THIAZOLE, 2-ISOBUTYL-",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3134,4,,,1034
food_substances,ISOBUTYL 10-UNDECENOATE,"&diams; ISOBUTYL 10-UNDECENOATE; &diams; 10-undecenoic acid, 2-methylpropyl ester; &diams; 2-methylpropyl 10-undecenoate; &diams; isobutyl undec-10-enoate; &diams; InChI=1S/C15H28O2/c1-4-5-6-7-8-9-10-11-12-15(16)17-13-14(2)3/h4,14H,1,5-13H2,2-3H3; &diams; InChIKey: YXJSBTYPYXKWDB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,5421-27-2,5421-27-2,ISOBUTYL 10-UNDECENOATE,"&diams; ISOBUTYL 10-UNDECENOATE; &diams; 10-undecenoic acid, 2-methylpropyl ester; &diams; 2-methylpropyl 10-undecenoate; &diams; isobutyl undec-10-enoate; &diams; InChI=1S/C15H28O2/c1-4-5-6-7-8-9-10-11-12-15(16)17-13-14(2)3/h4,14H,1,5-13H2,2-3H3; &diams; InChIKey: YXJSBTYPYXKWDB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358,23,,,1634
food_substances,ISOBUTYRALDEHYDE,"&diams; ISOBUTYRALDEHYDE; &diams; PROPANAL, 2-METHYL-; &diams; ISOBUTYRIC ALDEHYDE; &diams; ISOBUTYLALDEHYDE",FLAVORING AGENT OR ADJUVANT,78-84-2,78-84-2,ISOBUTYRALDEHYDE,"&diams; ISOBUTYRALDEHYDE; &diams; PROPANAL, 2-METHYL-; &diams; ISOBUTYRIC ALDEHYDE; &diams; ISOBUTYLALDEHYDE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2220,3,25,,252
food_substances,ISOBUTYRIC ACID,"&diams; ISOBUTYRIC ACID; &diams; ISOPROPYLFORMIC ACID; &diams; 2-METHYLPROPANOIC ACID; &diams; 2-METHYLPROPIONIC ACID; &diams; PROPANOIC ACID, 2-METHYL-; &diams; DIMETHYLACETIC ACID; &diams; METHYLPROPIONIC ACID, ALPHA-",FLAVORING AGENT OR ADJUVANT,79-31-2,79-31-2,ISOBUTYRIC ACID,"&diams; ISOBUTYRIC ACID; &diams; ISOPROPYLFORMIC ACID; &diams; 2-METHYLPROPANOIC ACID; &diams; 2-METHYLPROPIONIC ACID; &diams; PROPANOIC ACID, 2-METHYL-; &diams; DIMETHYLACETIC ACID; &diams; METHYLPROPIONIC ACID, ALPHA-",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2222,3,25,,253
food_substances,ISOCYCLOCITRAL,&diams; ISOCYCLOCITRAL,FLAVORING AGENT OR ADJUVANT,1335-66-6,1335-66-6,ISOCYCLOCITRAL,&diams; ISOCYCLOCITRAL,FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ISOEUGENOL,"&diams; ISOEUGENOL; &diams; 2-METHOXY-4-PROPENYLPHENOL; &diams; 1-HYDROXY-2-METHOXY-4-PROPEN-1-YLBENZENE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENOL; &diams; 3-METHOXY-4-HYDROXY-1-PROPEN-1-YLBENZENE; &diams; 4-HYDROXY-3-METHOXY-1-PROPEN-1-YLBENZENE; &diams; 4-HYDROXY-3-METHOXYPROPENYLBENZENE; &diams; 4-PROPENYLGUAIACOL; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-; &diams; PHENOL, 2-METHOXY-4-PROPENYL-; &diams; 1-(3-METHOXY-4-HYDROXYPHENYL)-1-PROPANE; &diams; NSC-6769",FLAVORING AGENT OR ADJUVANT,97-54-1,97-54-1,ISOEUGENOL,"&diams; ISOEUGENOL; &diams; 2-METHOXY-4-PROPENYLPHENOL; &diams; 1-HYDROXY-2-METHOXY-4-PROPEN-1-YLBENZENE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENOL; &diams; 3-METHOXY-4-HYDROXY-1-PROPEN-1-YLBENZENE; &diams; 4-HYDROXY-3-METHOXY-1-PROPEN-1-YLBENZENE; &diams; 4-HYDROXY-3-METHOXYPROPENYLBENZENE; &diams; 4-PROPENYLGUAIACOL; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-; &diams; PHENOL, 2-METHOXY-4-PROPENYL-; &diams; 1-(3-METHOXY-4-HYDROXYPHENYL)-1-PROPANE; &diams; NSC-6769",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2468,3,,,1260
food_substances,ISOEUGENYL ACETATE,"&diams; ISOEUGENYL ACETATE; &diams; 2-METHOXY-4-PROPENYLPHENYL ACETATE; &diams; ACETYL ISOEUGENOL; &diams; 4-ACETOXY-3-METHOXY-1-(1-PROPEN-1-YL)BENZENE; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, ACETATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL ACETATE; &diams; PHENOL, 2-METHOXY-4-PROPENYL-, ACETATE",FLAVORING AGENT OR ADJUVANT,93-29-8,93-29-8,ISOEUGENYL ACETATE,"&diams; ISOEUGENYL ACETATE; &diams; 2-METHOXY-4-PROPENYLPHENYL ACETATE; &diams; ACETYL ISOEUGENOL; &diams; 4-ACETOXY-3-METHOXY-1-(1-PROPEN-1-YL)BENZENE; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, ACETATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL ACETATE; &diams; PHENOL, 2-METHOXY-4-PROPENYL-, ACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2470,3,,,1262
food_substances,ISOEUGENYL BENZYL ETHER,"&diams; ISOEUGENYL BENZYL ETHER; &diams; BENZYL 2-METHOXY-4-PROPENYLPHENYL ETHER; &diams; BENZENE, 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)-; &diams; BENZENE, 1-(BENZYLOXY)-2-METHOXY-4-PROPENYL-; &diams; 1-BENZYLOXY-2-METHOXY-4-PROPENYLBENZENE; &diams; 2-METHOXY-4-PROPENYLPHENYL BENZYL ETHER; &diams; 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)BENZENE; &diams; 4-PROPENYL-1-BENZYLOXY-2-METHOXYBENZENE",FLAVORING AGENT OR ADJUVANT,120-11-6,120-11-6,ISOEUGENYL BENZYL ETHER,"&diams; ISOEUGENYL BENZYL ETHER; &diams; BENZYL 2-METHOXY-4-PROPENYLPHENYL ETHER; &diams; BENZENE, 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)-; &diams; BENZENE, 1-(BENZYLOXY)-2-METHOXY-4-PROPENYL-; &diams; 1-BENZYLOXY-2-METHOXY-4-PROPENYLBENZENE; &diams; 2-METHOXY-4-PROPENYLPHENYL BENZYL ETHER; &diams; 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)BENZENE; &diams; 4-PROPENYL-1-BENZYLOXY-2-METHOXYBENZENE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3698,13,,,1268
food_substances,ISOEUGENYL ETHYL ETHER,"&diams; ISOEUGENYL ETHYL ETHER; &diams; BENZENE, 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)-; &diams; BENZENE, 1-ETHOXY-2-METHOXY-4-PROPENYL-; &diams; 1-ETHOXY-2-METHOXY-4-PROPENYLBENZENE; &diams; 2-ETHOXY-5-PROPENYLANISOLE; &diams; 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)BENZENE",FLAVORING AGENT OR ADJUVANT,7784-67-0,7784-67-0,ISOEUGENYL ETHYL ETHER,"&diams; ISOEUGENYL ETHYL ETHER; &diams; BENZENE, 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)-; &diams; BENZENE, 1-ETHOXY-2-METHOXY-4-PROPENYL-; &diams; 1-ETHOXY-2-METHOXY-4-PROPENYLBENZENE; &diams; 2-ETHOXY-5-PROPENYLANISOLE; &diams; 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)BENZENE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2472,3,,,1267
food_substances,ISOEUGENYL FORMATE,"&diams; ISOEUGENYL FORMATE; &diams; 2-METHOXY-4-PROPENYLPHENYL FORMATE; &diams; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL FORMATE; &diams; 4-(1-PROPEN-1-YL)-2-METHOXYPHENYL FORMATE; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, FORMATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL FORMATE; &diams; PHENOL, 2-METHOXY-4-PROPENYL, FORMATE",FLAVORING AGENT OR ADJUVANT,7774-96-1,7774-96-1,ISOEUGENYL FORMATE,"&diams; ISOEUGENYL FORMATE; &diams; 2-METHOXY-4-PROPENYLPHENYL FORMATE; &diams; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL FORMATE; &diams; 4-(1-PROPEN-1-YL)-2-METHOXYPHENYL FORMATE; &diams; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, FORMATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL FORMATE; &diams; PHENOL, 2-METHOXY-4-PROPENYL, FORMATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2474,3,25,,1261
food_substances,ISOEUGENYL METHYL ETHER,"&diams; ISOEUGENYL METHYL ETHER; &diams; BENZENE, 1,2-DIMETHOXY-4-(1-PROPENYL)-; &diams; BENZENE, 1,2-DIMETHOXY-4-PROPENYL-; &diams; NSC-46111; &diams; 1,2-DIMETHOXY-4-(1-PROPEN-1-YL)BENZENE; &diams; 1,2-DIMETHOXY-4-(1-PROPENYL)BENZENE; &diams; 1,2-DIMETHOXY-4-PROPENYLBENZENE; &diams; 4-PROPENYLVERATROLE",FLAVORING AGENT OR ADJUVANT,93-16-3,93-16-3,ISOEUGENYL METHYL ETHER,"&diams; ISOEUGENYL METHYL ETHER; &diams; BENZENE, 1,2-DIMETHOXY-4-(1-PROPENYL)-; &diams; BENZENE, 1,2-DIMETHOXY-4-PROPENYL-; &diams; NSC-46111; &diams; 1,2-DIMETHOXY-4-(1-PROPEN-1-YL)BENZENE; &diams; 1,2-DIMETHOXY-4-(1-PROPENYL)BENZENE; &diams; 1,2-DIMETHOXY-4-PROPENYLBENZENE; &diams; 4-PROPENYLVERATROLE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2476,3,25,,1266
food_substances,ISOEUGENYL PHENYLACETATE,"&diams; ISOEUGENYL PHENYLACETATE; &diams; BENZENEACETIC ACID, 2-METHOXY-4-(1-PROPENYL)PHENYL ESTER; &diams; ACETIC ACID, PHENYL-, 2-METHOXY-4-PROPENYLPHENYL ESTER; &diams; ISOEUGENYL ALPHA-TOLUATE; &diams; 2-METHOXY-4-PROPENYLPHENYL PHENYLACETATE; &diams; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL PHENYLACETATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL BENZENEACETATE; &diams; 4-PROPENYLGUAIACYL PHENYLACETATE",FLAVORING AGENT OR ADJUVANT,120-24-1,120-24-1,ISOEUGENYL PHENYLACETATE,"&diams; ISOEUGENYL PHENYLACETATE; &diams; BENZENEACETIC ACID, 2-METHOXY-4-(1-PROPENYL)PHENYL ESTER; &diams; ACETIC ACID, PHENYL-, 2-METHOXY-4-PROPENYLPHENYL ESTER; &diams; ISOEUGENYL ALPHA-TOLUATE; &diams; 2-METHOXY-4-PROPENYLPHENYL PHENYLACETATE; &diams; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL PHENYLACETATE; &diams; 2-METHOXY-4-(1-PROPENYL)PHENYL BENZENEACETATE; &diams; 4-PROPENYLGUAIACYL PHENYLACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2477,3,25,,1263
food_substances,ISOJASMONE,"&diams; ISOJASMONE; &diams; 2-CYCLOPENTEN-1-ONE, 2-METHYL-3-(2-PENTENYL)-; &diams; 2-METHYL-3-(2-PENTENYL)-2-CYCLOPENTEN-1-ONE",FLAVORING AGENT OR ADJUVANT,11050-62-7,11050-62-7,ISOJASMONE,"&diams; ISOJASMONE; &diams; 2-CYCLOPENTEN-1-ONE, 2-METHYL-3-(2-PENTENYL)-; &diams; 2-METHYL-3-(2-PENTENYL)-2-CYCLOPENTEN-1-ONE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3552,11,,,1115
food_substances,L-ISOLEUCINE,"&diams; ISOLEUCINE, L-; &diams; L-ISOLEUCINE; &diams; 2-AMINO-3-METHYLPENTANOIC ACID, (S(R*,R*))-; &diams; ERYTHRO-L-ISOLEUCINE","FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",73-32-5,73-32-5,L-ISOLEUCINE,"&diams; ISOLEUCINE, L-; &diams; L-ISOLEUCINE; &diams; 2-AMINO-3-METHYLPENTANOIC ACID, (S(R*,R*))-; &diams; ERYTHRO-L-ISOLEUCINE","FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",,,,,,,172.320,,,,,,,,,,,,,,,,,,,,,,4675,25,,,2118
food_substances,ALPHA-ISOMETHYLIONONE,"&diams; ISOMETHYL-ALPHA-IONONE; &diams; ALPHA-ISOMETHYLIONONE; &diams; ISOMETHYLIONONE, ALPHA-; &diams; METHYL-GAMMA-IONONE; &diams; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE; &diams; 4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-METHYL-3-BUTEN-2-ONE; &diams; InChIKey=JRJBVWJSTHECJK-LUAWRHEFSA-N; &diams; InChI=1S/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3/b11-9-",FLAVORING AGENT OR ADJUVANT,127-51-5,127-51-5,ALPHA-ISOMETHYLIONONE,"&diams; ISOMETHYL-ALPHA-IONONE; &diams; ALPHA-ISOMETHYLIONONE; &diams; ISOMETHYLIONONE, ALPHA-; &diams; METHYL-GAMMA-IONONE; &diams; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE; &diams; 4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-METHYL-3-BUTEN-2-ONE; &diams; InChIKey=JRJBVWJSTHECJK-LUAWRHEFSA-N; &diams; InChI=1S/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3/b11-9-",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2714,3,,,404
food_substances,BETA-ISOMETHYLIONONE,"&diams; ISOMETHYL-BETA-IONONE; &diams; BETA-ISOMETHYLIONONE; &diams; IRALDEINE, DELTA-; &diams; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE",FLAVORING AGENT OR ADJUVANT,79-89-0,79-89-0,BETA-ISOMETHYLIONONE,"&diams; ISOMETHYL-BETA-IONONE; &diams; BETA-ISOMETHYLIONONE; &diams; IRALDEINE, DELTA-; &diams; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151,22,,,2186
food_substances,ALPHA-ISOMETHYLIONYL ACETATE,"&diams; ISOMETHYLIONYL ACETATE, ALPHA-; &diams; 3-BUTEN-2-OL, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-, ACETATE; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-YL ACETATE",FLAVORING AGENT OR ADJUVANT,68555-61-3,68555-61-3,ALPHA-ISOMETHYLIONYL ACETATE,"&diams; ISOMETHYLIONYL ACETATE, ALPHA-; &diams; 3-BUTEN-2-OL, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-, ACETATE; &diams; 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-YL ACETATE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845,18,,,1410
food_substances,"ISOPARAFFINIC PETROLEUM HYDROCARBONS, SYNTHETIC","&diams; ISOPARAFFINS, SYNTHETIC; &diams; HYDROCARBON, SYNTHETIC ISOPARAFFINIC; &diams; PETROLEUM HYDROCARBONS, ISOPARAFFINIC, SYNTHETIC; &diams; PETROLEUM HYDROCARBONS, SYNTHETIC ISOPARAFFINIC; &diams; SYNTHETIC ISOPARAFFINIC WAX; &diams; SYNTHETIC ISOPARAFFINIC PETROLEUM HYDROCARBONS","SOLVENT OR VEHICLE,; SURFACE-ACTIVE AGENT",977051-69-6,977051-69-6,"ISOPARAFFINIC PETROLEUM HYDROCARBONS, SYNTHETIC","&diams; ISOPARAFFINS, SYNTHETIC; &diams; HYDROCARBON, SYNTHETIC ISOPARAFFINIC; &diams; PETROLEUM HYDROCARBONS, ISOPARAFFINIC, SYNTHETIC; &diams; PETROLEUM HYDROCARBONS, SYNTHETIC ISOPARAFFINIC; &diams; SYNTHETIC ISOPARAFFINIC WAX; &diams; SYNTHETIC ISOPARAFFINIC PETROLEUM HYDROCARBONS","SOLVENT OR VEHICLE,; SURFACE-ACTIVE AGENT",,,,,,,172.882,173.280,173.340,178.3530,,,,,,,,,,,,,,,,,,,,,,,
food_substances,ISOPENTYLAMINE,"&diams; ISOAMYLAMINE; &diams; ISOPENTYLAMINE; &diams; 3-METHYLBUTYLAMINE; &diams; 1-AMINOISOPENTANE; &diams; ISOBUTYLCARBYLAMINE; &diams; 1-BUTANAMINE, 3-METHYL-; &diams; 3-METHYL-1-BUTANAMINE; &diams; PROPYLAMINE, 3,3-DIMETHYL-; &diams; 3,3-DIMETHYLPROPYLAMINE; &diams; GAMMA-ISOAMYLAMINE; &diams; MONOISOAMYLAMINE; &diams; 1-AMINO-3-METHYLBUTANE; &diams; MONOISOPENTYLAMINE; &diams; ISOVALERYLAMINE; &diams; 3-METHYLBUTANAMINE",FLAVORING AGENT OR ADJUVANT,107-85-7,107-85-7,ISOPENTYLAMINE,"&diams; ISOAMYLAMINE; &diams; ISOPENTYLAMINE; &diams; 3-METHYLBUTYLAMINE; &diams; 1-AMINOISOPENTANE; &diams; ISOBUTYLCARBYLAMINE; &diams; 1-BUTANAMINE, 3-METHYL-; &diams; 3-METHYL-1-BUTANAMINE; &diams; PROPYLAMINE, 3,3-DIMETHYL-; &diams; 3,3-DIMETHYLPROPYLAMINE; &diams; GAMMA-ISOAMYLAMINE; &diams; MONOISOAMYLAMINE; &diams; 1-AMINO-3-METHYLBUTANE; &diams; MONOISOPENTYLAMINE; &diams; ISOVALERYLAMINE; &diams; 3-METHYLBUTANAMINE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219,4,,,1587
food_substances,ISOPENTYLIDENEISOPENTYLAMINE,"&diams; ISOPENTYLIDENEISOPENTYLAMINE; &diams; N-ISOAMYLIDENEISOAMYLAMINE; &diams; N-(3-METHYLBUTYLIDENE)-3-METHYL-1-BUTYLAMINE; &diams; 1-BUTANAMINE, 3-METHYL-N-(3-METHYLBUTYLIDENE)-; &diams; 3-METHYL-N-(3-METHYLBUTYLIDENE)-1-BUTANAMINE",FLAVORING AGENT OR ADJUVANT,35448-31-8,35448-31-8,ISOPENTYLIDENEISOPENTYLAMINE,"&diams; ISOPENTYLIDENEISOPENTYLAMINE; &diams; N-ISOAMYLIDENEISOAMYLAMINE; &diams; N-(3-METHYLBUTYLIDENE)-3-METHYL-1-BUTYLAMINE; &diams; 1-BUTANAMINE, 3-METHYL-N-(3-METHYLBUTYLIDENE)-; &diams; 3-METHYL-N-(3-METHYLBUTYLIDENE)-1-BUTANAMINE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990,20,,,1606
food_substances,ISOPHORONE,"&diams; ISOPHORONE; &diams; 3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE; &diams; 2-CYCLOHEXEN-1-ONE, 3,5,5-TRIMETHYL-; &diams; ISOACETOPHORONE; &diams; ISOPHORONE, ALPHA-",FLAVORING AGENT OR ADJUVANT,78-59-1,78-59-1,ISOPHORONE,"&diams; ISOPHORONE; &diams; 3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE; &diams; 2-CYCLOHEXEN-1-ONE, 3,5,5-TRIMETHYL-; &diams; ISOACETOPHORONE; &diams; ISOPHORONE, ALPHA-",FLAVORING AGENT OR ADJUVANT,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,3553,11,,,1112
