Downloaded from FDA Inventory of Food Contact Substances Listed in 21 CFR; http://www.hfpappexternal.fda.gov/scripts/fdcc/?set=IndirectAdditives; Last updated 5/4/2026; downloaded 8/2/2026.

"Consult the regulation(s) cited to see if your substance is authorized for your intended use."

CAS Registry No. (or other ID),Substance,Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg01,Reg02,reg03,reg04,reg05,reg06,reg07,reg08,reg09,reg10,reg11,reg12,reg13,reg14,reg15,reg16,reg17,reg18,reg19,reg20,reg21,Reg prohibited189,regs Labeling-Standards,Other Names,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12,SYN13,SYN14,SYN15,SYN16,SYN17,SYN18,SYN19
" 68187-76-8"," CASTOR OIL, SULFATED, SODIUM SALT",,,,,,,=T("175.300"),=T("176.170"),=T("176.180"),=T("176.200"),=T("176.210"),=T("177.1200"),=T("177.2800"),,,,,,,,,,,,,,,,," CASTOR OIL, SULFATED, SODIUM SALT",,,,,,,,,,,,,,,,,,,
" 977101-01-1"," CATIONIC SOY PROTEIN, HYDROLYZED",,,,,,,=T("176.180"),,,,,,,,,,,,,,,,,,,,,,," POLY((3-CHLORO-2-HYDROXYPROPYL)TRIMETHYLAMMONIUM CHLORIDE-CO-HYDROLYZED SOY PROTEIN ISOLATE)"," CATIONIC SOY PROTEIN, HYDROLYZED"," HYDROLYZED SOYBEAN PROTEIN, CATIONIC"," HYDROLYZED SOY PROTEIN, CATIONIC"," HYDROLYZED SOY PROTEIN ISOLATE, 3-CHLORO-2-HYDROXYPROPYLTRIMETHYLAMMONIUM CHLORIDE MODIFIED",,,,,,,,,,,,,,,
" 9005-81-6"," CELLOPHANE",,,,,,,=T("177.1200"),=T("179.45"),,,,,,,,,,,,,,,,,,,,,," CELLOPHANE"," VISCOSE FILM",,,,,,,,,,,,,,,,,,
" 9004-34-6"," CELLULOSE",,,,,,,=T("179.45"),,,,,,,,,,,,,,,,,,,,,,," CELLULOSE"," SULFITE CELLULOSE"," CELLULOSE, ALPHA-"," ALPHA-CELLULOSE",,,,,,,,,,,,,,,,
" 9004-35-7"," CELLULOSE ACETATE",,,,,,,=T("175.300"),=T("182.90"),,,,,,,,,,,,,,,,,,,,,," CELLULOSE ACETATE"," CELLULOSE ACETATE, ALPHA-"," ACETATE DE CELLULOSE"," CELLULOSE, ACETATE"," ALPHA-CELLULOSE ACETATE"," CA (CELLULOSE ACETATE)",,,,,,,,,,,,,,
" 9004-36-8"," CELLULOSE ACETATE BUTYRATE",,,,,,,=T("175.105"),=T("175.300"),=T("177.1200"),,,,,,,,,,,,,,,,,,,,," CELLABURATE"," CELLULOSE ACETATE BUTYRATE"," CELLULOSE ACETOBUTYRATE"," CELLULOSE, ACETATE BUTANOATE"," CELLULOSE, ACETATE BUTYRATE"," ACETOBUTYRATE CELLULOSE"," ACETYLBUTYRYLCELLULOSE",,,,,,,,,,,,,
" 9004-39-1"," CELLULOSE ACETATE PROPIONATE",,,,,,,=T("175.105"),=T("175.300"),=T("177.1200"),,,,,,,,,,,,,,,,,,,,," CELLULOSE ACETATE PROPIONATE"," ACETYLPROPIONYLCELLULOSE"," CELLULOSE ACETATE PROPANOATE"," CELLULOSE, ACETATE PROPANOATE"," CELLULOSE, ACETATE PROPIONATE",,,,,,,,,,,,,,,
" 9004-67-5"," CELLULOSE, METHYL",,,,,,,=T("175.105"),=T("175.210"),=T("175.300"),=T("176.200"),=T("177.2260"),=T("182.1480"),,,,,,,,,,,,,,,,,," METHYLCELLULOSE"," CELLULOSE METHYL ETHER"," METHYL CELLULOSE"," CELLULOSE, METHYL ETHER",,,,,,,,,,,,,,,,
" 9032-53-5"," CELLULOSE, OXIDIZED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," CELLULOSE, OXIDIZED"," GAUZE, ABSORBABLE"," cellulose, 6-carboxy-"," 6-carboxycellulose",,,,,,,,,,,,,,,,
" 8001-75-0"," CERESIN WAX (OZOCERITE)",,,,,,,=T("175.105"),,,,,,,,,,,,,,,,,,,,,,," CERESIN"," CERESIN WAX"," OZOKERITE, PURIFIED",,,,,,,,,,,,,,,,,
" 7440-45-1"," CERIUM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," CERIUM",,,,,,,,,,,,,,,,,,,
" 7492-58-2"," CERIUM DECANOATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM DECANOATE"," CERIUM CAPRATE"," DECANOIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,,
" 24593-34-8"," CERIUM 2-ETHYLHEXOATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CEROUS 2-ETHYLHEXANOATE"," CERIUM 2-ETHYLHEXOATE"," CERIUM 2-ETHYLHEXANOATE"," HEXANOIC ACID, 2-ETHYL-, CERIUM SALT",,,,,,,,,,,,,,,,
" 94246-94-3"," CERIUM ISODECANOATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM ISODECANOATE"," ISODECANOIC ACID, CERIUM(3+) SALT"," CERIUM(III) ISODECANOATE",,,,,,,,,,,,,,,,,
" 7492-60-6"," CERIUM LINOLEATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM LINOLEATE"," 9,12-OCTADECADIENOIC ACID (Z,Z)-, CERIUM SALT"," CERIUM 9,12-OCTADECADIENOATE, (Z,Z)-"," LINOLEIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,
" 68514-63-6"," CERIUM NAPHTHENATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM NAPHTHENATE"," NAPHTHENIC ACIDS, CERIUM(4+) SALTS"," CERIUM(IV) NAPHTHENATE",,,,,,,,,,,,,,,,,
" 35374-62-0"," CERIUM NEODECANOATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM NEODECANOATE"," HEXANOIC ACID, 2-METHYL-2-PROPYL-, CERIUM(3+) SALT"," CERIUM(III) 2-METHYL-2-PROPYLHEXANOATE"," CERIUM(III) NEODECANOATE",,,,,,,,,,,,,,,,
" 7435-02-1"," CERIUM OCTANOATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM OCTANOATE"," CERIUM OCTOATE"," CERIUM CAPRYLATE"," OCTANOIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,
" 7492-61-7"," CERIUM OLEATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM OLEATE"," 9-OCTADECENOIC ACID (Z)-, CERIUM SALT"," CERIUM 9-OCTADECENOATE, (Z)-"," OLEIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,
" 7492-62-8"," CERIUM PALMITATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM PALMITATE"," HEXADECANOIC ACID, CERIUM SALT"," CERIUM HEXADECANOATE"," PALMITIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,
" 7492-63-9"," CERIUM RICINOLEATE",,,,,,,=T("175.300"),,,,,,,,,,,,,,,,,,,,,,," CERIUM RICINOLEATE"," 9-OCTADECENOIC ACID, 12-HYDROXY-, CERIUM SALT, (R-(Z))-"," CERIUM 12-HYDROXY-9-OCTADECENOATE, (R-(Z))-"," RICINOLEIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,
" 10119-53-6"," CERIUM STEARATE",,,,,,,=T("175.300"),=T("178.2010"),,,,,,,,,,,,,,,,,,,,,," CERIUM STEARATE"," OCTADECANOIC ACID, CERIUM SALT"," STEARIC ACID, CERIUM SALT",,,,,,,,,,,,,,,,,
" 67762-27-0"," CETOSTEARYL ALCOHOL",,,,,,,=T("175.105"),,,,,,,,,,,,,,,,,,,,,,," CETOSTEARYL ALCOHOL"," CETYL/STEARYL ALCOHOL"," STEARYL CETYL ALCOHOL"," C16-18 ALCOHOLS"," ALCOHOLS(C16-18)"," FATTY ALCOHOLS(C16-18)",,,,,,,,,,,,,,
" 629-70-9"," CETYL ACETATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," CETYL ACETATE"," HEXADECYL ACETATE"," PALMITYL ACETATE",,,,,,,,,,,,,,,,,
" 36653-82-4"," CETYL ALCOHOL",=T("73.1"),=T("73.1001"),,,,,=T("172.515"),=T("172.864"),=T("175.105"),=T("175.300"),=T("176.200"),=T("177.1200"),,,,,,,,,,,,,,,,,," CETYL ALCOHOL"," ALCOHOL(C16)"," CETANOL"," HEXADECYL ALCOHOL, NORMAL"," PALMITYL ALCOHOL"," 1-HEXADECANOL"," C16 ALCOHOL"," FATTY ALCOHOL(C16)"," HEXADECANOL-1"," 1-CETANOL",,,,,,,,,,
" 78-21-7"," CETYLETHYLMORPHOLINIUM ETHOSULFATE",,,,,,,=T("177.2260"),=T("177.2800"),,,,,,,,,,,,,,,,,,,,,," CETYLETHYLMORPHOLINIUM ETHOSULFATE"," MORPHOLINIUM, 4-ETHYL-4-HEXADECYL-, ETHYL SULFATE"," QUATERNIUM-25"," SULFURIC ACID, MONOETHYL ESTER, ION(1-), 4-ETHYL-4-HEXADECYLMORPHOLINIUM"," 4-ETHYL-4-HEXADECYLMORPHOLINIUM ETHYL SULFATE",,,,,,,,,,,,,,,
" 155419-59-3"," CETYL METHYL, DIMETHYL, METHYL 11 METHOXY-11-OXOUNDECYL SILOXANES AND SILICONES",,,,,,,=T("178.3725"),,,,,,,,,,,,,,,,,,,,,,," CETYL METHYL, DIMETHYL, METHYL 11-METHOXY-11-OXOUNDECYL POLYSILOXANE"," SILOXANES AND SILICONES, CETYL ME, DI-ME, ME 11-METHOXY-11-OXOUNDECYL"," SILOXANES AND SILICONES, CETYL METHYL, DIMETHYL, METHYL 11-METHOXY-11-OXOUNDECYL",,,,,,,,,,,,,,,,,
" 123-03-5"," CETYLPYRIDINIUM CHLORIDE",,,,,,,=T("173.375"),,,,,,,,,,,,,,,,,,,,,,," CETYLPYRIDINIUM CHLORIDE"," PYRIDINIUM, 1-HEXADECYL-, CHLORIDE"," N-CETYLPYRIDINIUM CHLORIDE"," N-HEXADECYLPYRIDINIUM CHLORIDE"," 1-HEXADECYLPYRIDINIUM CHLORIDE"," 1-palmitylpyridinium chloride",,,,,,,,,,,,,,
" 79-07-2"," CHLORACETAMIDE",,,,,,,=T("175.105"),=T("176.170"),,,,,,,,,,,,,,,,,,,,,," CHLORACETAMIDE"," ACETAMIDE, 2-CHLORO-"," 2-CHLOROACETAMIDE"," CHLOROACETAMIDE, ALPHA-",,,,,,,,,,,,,,,,
" 302-17-0"," CHLORAL HYDRATE",,,,,,,=T("175.105"),=T("176.180"),,,,,,,,,,,,,,,,,,,,,," CHLORAL HYDRATE"," 2,2,2-trichloro-1,1-ethanediol"," 1,1-ethanediol, 2,2,2-trichloro-"," 1,1,1-trichloro-2,2-dihydroxyethane"," chloral monohydrate"," trichloroacetaldehyde hydrate"," trichloroacetaldehyde monohydrate",,,,,,,,,,,,,
" 118-75-2"," CHLORANIL",,,,,,,=T("177.2600"),,,,,,,,,,,,,,,,,,,,,,," CHLORANIL"," TETRACHLORO-P-BENZOQUINONE"," TETRACHLOROBENZOQUINONE"," CHLORANIL, P-"," TETRACHLORO-1,4-BENZOQUINONE"," 2,3,5,6-TETRACHLOROBENZOQUINONE"," 2,5-CYCLOHEXADIENE-1,4-DIONE, 2,3,5,6-TETRACHLORO-"," 2,3,5,6-TETRACHLORO-2,5-CYCLOHEXADIENE-1,4-DIONE"," P-BENZOQUINONE, 2,3,5,6-TETRACHLORO-"," 2,3,5,6-tetrachloro-p-benzoquinone"," 1,2,4,5-tetrachlorobenzoquinone"," 2,3,5,6-tetrachloro-1,4-benzoquinone"," 2,3,5,6-tetrachlorohexadiene-1,4-dione"," chloranil, alpha-"," 2,3,5,6-tetrachloroquinone"," quinone tetrachloride"," tetrachloro-p-quinone",,,
" 14866-68-3"," CHLORATE",,,,,,,=T("178.1010"),,,,,,,,,,,,,,,,,,,,,,," CHLORATE ION"," CHLORATE"," CHLORATE(1-)"," CHLORATE (CLO3-)",,,,,,,,,,,,,,,,
" 977106-72-1"," CHLORINATED ISOBUTYLENE-ISOPRENE COPOLYMERS",,,,,,,=T("177.1210"),,,,,,,,,,,,,,,,,,,,,,," POLY(ISOBUTYLENE-CO-ISOPRENE), CHLORINATED"," CHLORINATED ISOBUTYLENE-ISOPRENE COPOLYMER"," ISOBUTYLENE-ISOPRENE COPOLYMER, CHLORINATED",,,,,,,,,,,,,,,,,
" 977093-91-6"," CHLORINATED LEVULINIC ACIDS",,,,,,,=T("176.300"),,,,,,,,,,,,,,,,,,,,,,," LEVULINIC ACID, CHLORINATED",,,,,,,,,,,,,,,,,,,
" 63449-39-8"," CHLORINATED PARAFFIN",,,,,,,=T("175.105"),=T("177.1650"),,,,,,,,,,,,,,,,,,,,,," CHLORINATED PARAFFIN"," PARAFFIN, CHLORINATED"," WAX, CHLORINATED"," PARAFFIN WAXES AND HYDROCARBON WAXES, CHLORO"," HYDROCARBON WAXES, CHLORINATED"," CHLORINATED HYDROCARBON WAXES",,,,,,,,,,,,,,
" 9006-03-5"," CHLORINATED RUBBER POLYMER",,,,,,,=T("175.105"),=T("175.125"),=T("175.300"),,,,,,,,,,,,,,,,,,,,," RUBBER, CHLORINATED"," CHLORINATED RUBBER"," CHLORINATED NATURAL RUBBER",,,,,,,,,,,,,,,,,
" 10049-04-4"," CHLORINE DIOXIDE",,,,,,,=T("173.300"),=T("178.1010"),,,,,,,,,,,,,,,,,,,,," 137.105 ,  137.200"," CHLORINE DIOXIDE"," CHLORINE PEROXIDE"," CHLORINE OXIDE (CLO2)",,,,,,,,,,,,,,,,,
" 14998-27-7"," CHLORITE",,,,,,,=T("178.1010"),,,,,,,,,,,,,,,,,,,,,,," CHLORITE ION"," CHLORITE"," CHLORITE(1-)"," CHLORITE (CLO2-)",,,,,,,,,,,,,,,,
" 154946-66-4"," 4-CHLORO-2-((5-HYDROXY-3-METHYL-1-(3-SULFOPHENYL)-1H-PYRAZOL-4-YL)AZO)5-METHYLBENZENESULFONIC ACID, DIAMMONIUMSALT (1:2)",,,,,,,=T("178.3297"),,,,,,,,,,,,,,,,,,,,,,," C.I. PIGMENT YELLOW 191:1"," BENZENESULFONIC ACID, 4-CHLORO-2-((4,5-DIHYDRO-3-METHYL-5-OXO-1-(3-SULFOPHENYL)-1H-PYRAZOL-4-YL)AZO)-5-METHYL-, DIAMMONIUM SALT"," DIAMMONIUM 4-CHLORO-2-((4,5-DIHYDRO-3-METHYL-5-OXO-1-(3-SULFOPHENYL)-1H-PYRAZOL-4-YL)AZO)-5-METHYLBENZENESULFONATE"," PIGMENT YELLOW 191:1",,,,,,,,,,,,,,,,
" 68608-66-2"," CHLOROACETIC ACID, SODIUM SALT REACTION PRODUCTS WITH 4,5-DIHYDRO-2-UNDECYL-1H-IMIDAZOLE-1-ETHANOL AND SODIUMHYDROXIDE",,,,,,,=T("178.1010"),,,,,,,,,,,,,,,,,,,,,,," SODIUM CHLOROACETATE-SODIUM HYDROXIDE-2-UNDECYL-2-IMIDAZOLINE-1-ETHANOL REACTION PRODUCT"," ACETIC ACID, CHLORO-, SODIUM SALT, REACTION PRODUCTS WITH 4,5-DIHYDRO-2-UNDECYL-1H-IMIDAZOLE-1-ETHANOL AND SODIUM HYDROXIDE"," SODIUM CHLOROACETATE, REACTION PRODUCTS WITH 4,5-DIHYDRO-2-UNDECYL-1H-IMIDAZOLE-1-ETHANOL AND SODIUM HYDROXIDE",,,,,,,,,,,,,,,,,
" 108-90-7"," CHLOROBENZENE",,,,,,,=T("175.105"),=T("177.1580"),=T("177.1655"),,,,,,,,,,,,,,,,,,,,," CHLOROBENZENE"," MONOCHLOROBENZENE"," BENZENE, CHLORO-"," PHENYL CHLORIDE",,,,,,,,,,,,,,,,
" 3896-11-5"," 2-(3'-TERT-BUTYL-2'-HYDROXY-5'-METHYL-PHENYL)-5-CHLOROBENZOTRIAZOLE",,,,,,,=T("178.2010"),,,,,,,,,,,,,,,,,,,,,,," 2-TERT-BUTYL-6-(5-CHLORO-2H-BENZOTRIAZOL-2-YL)-P-CRESOL"," P-CRESOL, 2-TERT-BUTYL-6-(5-CHLORO-2H-BENZOTRIAZOL-2-YL)-"," PHENOL, 2-(5-CHLORO-2H-BENZOTRIAZOL-2-YL)-6-(1,1-DIMETHYLETHYL)-4-METHYL-"," 2-(2'-HYDROXY-3'-TERT-BUTYL-5'-METHYLPHENYL)-5-CHLOROBENZOTRIAZOLE"," 2-(2-HYDROXY-3-TERT-BUTYL-5-METHYLPHENYL)-5-CHLORO-2H-BENZOTRIAZOLE"," 2-(3'-TERT-BUTYL-2'-HYDROXY-5'-METHYLPHENYL)-5-CHLOROBENZOTRIAZOLE"," 2-(3-TERT-BUTYL-2-HYDROXY-5-METHYLPHENYL)-5-CHLOROBENZOTRIAZOLE",,,,,,,,,,,,,
" 27179-06-2"," CHLOROBENZOYL PEROXIDE",,,,,,,=T("177.2420"),,,,,,,,,,,,,,,,,,,,,,," CHLOROBENZOYL PEROXIDE"," BIS(CHLOROBENZOYL) PEROXIDE"," CHLORBENZOYL PEROXIDE"," PEROXIDE, BIS(CHLOROBENZOYL)",,,,,,,,,,,,,,,,
" 94-17-7"," CHLOROBENZOYL PEROXIDE, P-",,,,,,,=T("177.2420"),,,,,,,,,,,,,,,,,,,,,,," CHLOROBENZOYL PEROXIDE, P-"," BIS(4-CHLOROBENZOYL) PEROXIDE"," BIS(P-CHLOROBENZOYL) PEROXIDE"," PEROXIDE, BIS(4-CHLOROBENZOYL)"," PEROXIDE, BIS(P-CHLOROBENZOYL)",,,,,,,,,,,,,,,
" 4237-07-4"," (4-CHLOROBUTENE-2) TRIMETHYLAMMONIUM CHLORIDE",,,,,,,=T("178.3520"),,,,,,,,,,,,,,,,,,,,,,," (4-CHLORO-2-BUTENYL)TRIMETHYLAMMONIUM CHLORIDE"," (4-CHLOROBUTENE-2)TRIMETHYLAMMONIUM CHLORIDE"," AMMONIUM, (4-CHLORO-2-BUTENYL)TRIMETHYL-, CHLORIDE"," 2-BUTEN-1-AMINIUM, 4-CHLORO-N,N,N-TRIMETHYL-, CHLORIDE"," 4-CHLORO-N,N,N-TRIMETHYL-2-BUTEN-1-AMINIUM CHLORIDE",,,,,,,,,,,,,,,
" 24689-89-2"," CHLOROETHYLENE BISTHIOCYANATE",,,,,,,=T("176.300"),,,,,,,,,,,,,,,,,,,,,,," CHLOROETHYLENE BISTHIOCYANATE"," THIOCYANIC ACID, 1-CHLORO-1,2-ETHANEDIYL ESTER"," THIOCYANIC ACID, CHLOROETHYLENE ESTER"," 1-CHLORO-1,2-ETHANEDIYL BISTHIOCYANATE"," 1-CHLOROETHYLENE THIOCYANATE",,,,,,,,,,,,,,,
" 67-66-3"," CHLOROFORM",,,,,,,=T("175.105"),=T("177.1580"),=T("177.1585"),,,,,,,,,,,,,,,,,,,,," CHLOROFORM"," TRICHLOROMETHANE"," METHANE, TRICHLORO-"," trichloroform",,,,,,,,,,,,,,,,
" 3327-22-8"," (3-CHLORO-2-HYDROXYPROPYL) TRIMETHYLAMMONIUM CHLORIDE",,,,,,,=T("176.180"),,,,,,,,,,,,,,,,,,,,,,," (3-CHLORO-2-HYDROXYPROPYL)TRIMETHYLAMMONIUM CHLORIDE"," AMMONIUM, (3-CHLORO-2-HYDROXYPROPYL)TRIMETHYL-, CHLORIDE"," (2-HYDROXY-3-CHLOROPROPYL)TRIMETHYLAMMONIUM CHLORIDE"," 1-PROPANAMINIUM, 3-CHLORO-2-HYDROXY-N,N,N-TRIMETHYL-, CHLORIDE"," 3-CHLORO-2-HYDROXY-N,N,N-TRIMETHYL-1-PROPANAMINIUM CHLORIDE"," 3-CHLORO-2-HYDROXYPROPYLTRIMETHYLAMMONIUM CHLORIDE",,,,,,,,,,,,,,
" 16008-31-4"," CHLOROMETHYL BUTANETHIOLSULFONATE",,,,,,,=T("176.300"),,,,,,,,,,,,,,,,,,,,,,," S-(CHLOROMETHYL) 1-BUTANESULFONOTHIOATE"," CHLOROMETHANETHIOL 1-BUTANESULFONATE"," CHLOROMETHYL BUTANETHIOLSULFONATE"," S-(CHLOROMETHYL) THIO-1-BUTANESULFONATE"," 1-BUTANESULFONOTHIOIC ACID, S-(CHLOROMETHYL) ESTER"," 1-BUTANESULFONIC ACID, THIO-, S-(CHLOROMETHYL) ESTER",,,,,,,,,,,,,,
" 26172-55-4"," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE",,,,,,,=T("175.105"),=T("175.300"),=T("175.320"),=T("176.170"),,,,,,,,,,,,,,,,,,,," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE"," CHLOROMETHYLISOTHIAZOLINONE"," 3(2H)-ISOTHIAZOLONE, 5-CHLORO-2-METHYL-"," 5-CHLORO-2-METHYL-3(2H)-ISOTHIAZOLONE"," 4-ISOTHIAZOLIN-3-ONE, 5-CHLORO-2-METHYL-",,,,,,,,,,,,,,,
" 57373-19-0"," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE",,,,,,,=T("176.300"),,,,,,,,,,,,,,,,,,,,,,," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE"," CALCIUM, DICHLORO(5-CHLORO-2-METHYL-3(2H)-ISOTHIAZOLONE-O)-"," DICHLORO(5-CHLORO-2-METHYL-3(2H)-ISOTHIAZOLONE-O)CALCIUM"," 3(2H)-ISOTHIAZOLONE, 5-CHLORO-2-METHYL-, CALCIUM COMPLEX",,,,,,,,,,,,,,,,
" 50815-77-5"," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE MIXT. WITH 2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE",,,,,,,=T("176.300"),,,,,,,,,,,,,,,,,,,,,,," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE MIXT. WITH 2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE"," CALCIUM, DICHLORO(5-CHLORO-2-METHYL-3(2H)-ISOTHIAZOLONE-O)-, MIXT. WITH DICHLORO(2-METHYL-3(2H)-ISOTHIAZOLONE-O)CALCIUM"," 2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE MIXT. WITH 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE CALCIUM CHLORIDE",,,,,,,,,,,,,,,,,
" 55965-84-9"," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE MIXTURE WITH 2-METHYL-4-ISOTHIAZOLIN-3-ONE",,,,,,,=T("175.105"),=T("176.170"),,,,,,,,,,,,,,,,,,,,,," ISOTHIAZOLINONE CHLORIDE"," 2-METHYL-4-ISOTHIAZOLIN-3-ONE MIXT. WITH 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE"," 3(2H)-ISOTHIAZOLINE, 5-CHLORO-2-METHYL-, MIXT. WITH 2-METHYL-3(2H)-ISOTHIAZOLONE"," 5-CHLORO-2-METHYL-4-ISOTHIAZOLIN-3-ONE MIXT. WITH 2-METHYL-4-ISOTHIAZOLIN-3-ONE",,,,,,,,,,,,,,,,
" 59-50-7"," 4-CHLORO-3-METHYLPHENOL",,,,,,,=T("175.105"),=T("176.200"),=T("176.210"),=T("178.3120"),,,,,,,,,,,,,,,,,,,," 4-CHLORO-M-CRESOL"," 2-chloro-5-hydroxytoluene"," 4-chloro-3-methylphenol"," phenol, 4-chloro-3-methyl-"," m-cresol, 4-chloro-"," 1-chloro-2-methyl-4-hydroxybenzene",,,,,,,,,,,,,,
" 126-99-8"," CHLOROPRENE",,,,,,,=T("175.105"),=T("175.300"),=T("177.2600"),,,,,,,,,,,,,,,,,,,,," 2-CHLORO-1,3-BUTADIENE"," BETA-CHLOROPRENE"," CHLOROPRENE"," 2-CHLOROBUTADIENE"," 1,3-BUTADIENE, 2-CHLORO-",,,,,,,,,,,,,,,
" 30421-59-1"," CHLOROTRIFLUOROETHENE-1,1-DIFLUOROETHENE-TETRAFLUOROETHENE POLYMER",,,,,,,=T("177.1380"),,,,,,,,,,,,,,,,,,,,,,," POLY(CHLOROTRIFLUOROETHYLENE-CO-TETRAFLUOROETHYLENE-CO-VINYLIDENE FLUORIDE)"," CHLOROTRIFLUOROETHYLENE-1,1-DIFLUOROETHYLENE-TETRAFLUOROETHYLENE COPOLYMER"," ETHENE, CHLOROTRIFLUORO-, POLYMER WITH 1,1-DIFLUOROETHENE AND TETRAFLUOROETHENE"," ETHYLENE, CHLOROTRIFLUORO-, POLYMER WITH 1,1-DIFLUOROETHYLENE AND TETRAFLUOROETHYLENE"," POLY(CHLOROTRIFLUOROETHYLENE-CO-1,1-DIFLUOROETHYLENE-CO-TETRAFLUOROETHYLENE)",,,,,,,,,,,,,,,
" 79-38-9"," CHLOROTRIFLUOROETHYLENE",,,,,,,=T("177.1380"),=T("177.2600"),,,,,,,,,,,,,,,,,,,,,," CHLOROTRIFLUOROETHYLENE"," CHLOROTRIFLUOROETHENE"," ETHENE, CHLOROTRIFLUORO-"," ETHYLENE, CHLOROTRIFLUORO-"," MONOCHLOROTRIFLUOROETHYLENE"," TRIFLUOROCHLOROETHYLENE"," 1-CHLORO-1,2,2-TRIFLUOROETHENE"," 1-CHLORO-1,2,2-TRIFLUOROETHYLENE",,,,,,,,,,,,
" 9010-75-7"," CHLOROTRIFLUOROETHYLENE-VINYLIDENE FLUORIDE COPOLYMER",,,,,,,=T("177.1380"),=T("177.2600"),,,,,,,,,,,,,,,,,,,,,," POLY(CHLOROTRIFLUOROETHYLENE-CO-VINYLIDENE FLUORIDE)"," CHLOROTRIFLUOROETHYLENE-VINYLIDENE FLUORIDE COPOLYMER"," ETHENE, CHLOROTRIFLUORO-, POLYMER WITH 1,1-DIFLUOROETHENE"," ETHYLENE, 1,1-DIFLUORO-, POLYMER WITH CHLOROTRIFLUOROETHYLENE"," CHLOROTRIFLUOROETHYLENE-1,1-DIFLUOROETHYLENE COPOLYMER"," POLY(CHLOROTRIFLUOROETHYLENE-CO-1,1-DIFLUOROETHYLENE)",,,,,,,,,,,,,,
" 88-04-0"," CHLOROXYLENOL",,,,,,,=T("175.105"),,,,,,,,,,,,,,,,,,,,,,," CHLOROXYLENOL"," chlorometaxylenol, p-"," chloro-m-xylenol, p-"," 4-chloro-3,5-xylenol"," 4-chloro-3,5-dimethylphenol"," 3,5-dimethyl-4-chlorophenol"," phenol, 4-chloro-3,5-dimethyl-"," 3,5-xylenol, 4-chloro-"," 2-chloro-5-hydroxy-1,3-dimethylbenzene"," 2-chloro-5-hydroxy-m-xylene"," 4-chloro-m-xylenol"," chloro-3,5-xylenol, p-",,,,,,,,
" 7788-99-0"," CHROME ALUM",,,,,,,=T("175.105"),=T("178.3120"),,,,,,,,,,,,,,,,,,,,,," CHROMIUM(III) POTASSIUM DISULFATE DODECAHYDRATE"," CHROMIUM POTASSIUM SULFATE, (KCR(SO4)2.12H2O)"," CHROM ALUM"," SULFURIC ACID, CHROMIUM(3+) POTASSIUM SALT (2:1:1), DODECAHYDRATE",,,,,,,,,,,,,,,,
" 68186-90-3"," CHROME ANTIMONY TITANIUM BUFF RUTILE",,,,,,,=T("178.3297"),,,,,,,,,,,,,,,,,,,,,,," C.I. PIGMENT BROWN 24"," C.I. 77310"," CHROME ANTIMONY TITANIUM BUFF RUTILE"," CHROME RUTILE YELLOW"," PIGMENT BROWN 24"," RUTILE, CHROME ANTIMONY TITANIUM BUFF",,,,,,,,,,,,,,
